HotelID,MonthStart,RevenueType,CurrentBookingsGBP,ForecastedGBP,AnticipatedRevenueGBP
LH-7831,2010-04-01 00:00:00.000,Catering,4171.71,10429.26,14600.97
LH-7831,2010-05-01 00:00:00.000,Catering,5800.31,14500.76,20301.07
LH-7831,2010-06-01 00:00:00.000,Catering,5104.32,12760.8,17865.13
LH-7831,2010-07-01 00:00:00.000,Catering,4092.35,20461.74,24554.09
LH-7831,2010-08-01 00:00:00.000,Catering,3413.87,17069.33,20483.2
LH-7831,2010-09-01 00:00:00.000,Catering,3784.28,18921.38,22705.66
LH-7831,2010-10-01 00:00:00.000,Catering,2557.02,15342.11,17899.13
LH-7831,2010-11-01 00:00:00.000,Catering,2344.32,14065.92,16410.24
LH-7831,2010-12-01 00:00:00.000,Catering,2236,13416.02,15652.02
LH-7831,2011-01-01 00:00:00.000,Catering,9877.3,3457.06,13334.36
LH-7831,2011-02-01 00:00:00.000,Catering,10855.9,3799.57,14655.47
LH-7831,2011-03-01 00:00:00.000,Catering,8474.52,2966.08,11440.61
LH-7831,2011-04-01 00:00:00.000,Catering,5197.94,12994.85,18192.79
LH-7831,2011-05-01 00:00:00.000,Catering,5239,13097.51,18336.51
LH-7831,2011-06-01 00:00:00.000,Catering,5605.92,14014.81,19620.73
LH-7831,2011-07-01 00:00:00.000,Catering,4968.44,24842.2,29810.64
LH-7831,2011-08-01 00:00:00.000,Catering,3693.28,18466.38,22159.66
LH-7831,2011-09-01 00:00:00.000,Catering,4267.83,21339.15,25606.98
LH-7831,2011-10-01 00:00:00.000,Catering,2382.47,14294.8,16677.26
LH-7831,2011-11-01 00:00:00.000,Catering,2625.68,15754.05,18379.73
LH-7831,2011-12-01 00:00:00.000,Catering,1998.91,11993.49,13992.4
LH-4458,2015-01-01 00:00:00.000,Catering,11026.52,3859.28,14885.8
LH-4458,2015-02-01 00:00:00.000,Catering,11108.59,3888.01,14996.59
LH-4458,2015-03-01 00:00:00.000,Catering,11260.25,3941.09,15201.34
LH-4458,2015-04-01 00:00:00.000,Catering,4853.09,12132.73,16985.82
LH-4458,2015-05-01 00:00:00.000,Catering,5345.39,13363.49,18708.88
LH-4458,2015-06-01 00:00:00.000,Catering,5058.66,12646.65,17705.31
LH-4458,2015-07-01 00:00:00.000,Catering,4404,22019.99,26423.99
LH-4458,2015-08-01 00:00:00.000,Catering,4116.18,20580.89,24697.07
LH-4458,2015-09-01 00:00:00.000,Catering,4794.74,23973.69,28768.43
LH-4458,2015-10-01 00:00:00.000,Catering,2092.92,12557.52,14650.44
LH-4458,2015-11-01 00:00:00.000,Catering,2584.07,15504.4,18088.46
LH-4458,2015-12-01 00:00:00.000,Catering,2214.79,13288.75,15503.55
LH-4458,2013-01-01 00:00:00.000,Catering,12174.22,4260.98,16435.2
LH-4458,2013-02-01 00:00:00.000,Catering,9594.69,3358.14,12952.83
LH-4458,2013-03-01 00:00:00.000,Catering,10005.32,3501.86,13507.19
LH-4458,2013-04-01 00:00:00.000,Catering,5654.72,14136.8,19791.52
LH-4458,2013-05-01 00:00:00.000,Catering,4889.03,12222.59,17111.62
LH-4458,2013-06-01 00:00:00.000,Catering,5462.1,13655.24,19117.34
LH-4458,2013-07-01 00:00:00.000,Catering,3991.15,19955.76,23946.91
LH-4458,2013-08-01 00:00:00.000,Catering,4833.2,24166,28999.2
LH-4458,2013-09-01 00:00:00.000,Catering,4131.7,20658.51,24790.21
LH-4458,2013-10-01 00:00:00.000,Catering,2619.12,15714.72,18333.83
LH-4458,2013-11-01 00:00:00.000,Catering,2521.77,15130.65,17652.42
LH-4458,2013-12-01 00:00:00.000,Catering,1913.61,11481.69,13395.3
LH-4458,2014-01-01 00:00:00.000,Catering,10542.53,3689.88,14232.41
LH-4458,2014-02-01 00:00:00.000,Catering,10923.13,3823.1,14746.23
LH-4458,2014-03-01 00:00:00.000,Catering,10144.26,3550.49,13694.76
LH-4458,2014-04-01 00:00:00.000,Catering,5690.3,14225.76,19916.06
LH-4458,2014-05-01 00:00:00.000,Catering,5256.31,13140.77,18397.08
LH-4458,2014-06-01 00:00:00.000,Catering,4626.32,11565.8,16192.12
LH-4458,2014-07-01 00:00:00.000,Catering,3977.24,19886.18,23863.42
LH-4458,2014-08-01 00:00:00.000,Catering,4068.47,20342.34,24410.8
LH-4458,2014-09-01 00:00:00.000,Catering,4082.17,20410.83,24493
LH-4458,2014-10-01 00:00:00.000,Catering,2125.33,12752.01,14877.34
LH-4458,2014-11-01 00:00:00.000,Catering,2428.65,14571.92,17000.57
LH-4458,2014-12-01 00:00:00.000,Catering,1579.35,9476.08,11055.43
LH-4458,2012-01-01 00:00:00.000,Catering,12376.52,4331.78,16708.3
LH-4458,2012-02-01 00:00:00.000,Catering,10659.97,3730.99,14390.97
LH-4458,2012-03-01 00:00:00.000,Catering,12719.24,4451.74,17170.98
LH-4458,2012-04-01 00:00:00.000,Catering,5385.82,13464.54,18850.35
LH-4458,2012-05-01 00:00:00.000,Catering,5544.36,13860.9,19405.26
LH-4458,2012-06-01 00:00:00.000,Catering,6047.53,15118.83,21166.37
LH-4458,2012-07-01 00:00:00.000,Catering,4169.73,20848.67,25018.41
LH-4458,2012-08-01 00:00:00.000,Catering,3533.63,17668.17,21201.81
LH-4458,2012-09-01 00:00:00.000,Catering,3720.03,18600.16,22320.19
LH-4458,2012-10-01 00:00:00.000,Catering,2563.6,15381.59,17945.19
LH-4458,2012-11-01 00:00:00.000,Catering,2918.8,17512.8,20431.6
LH-4458,2012-12-01 00:00:00.000,Catering,2378.83,14273,16651.83
LH-4458,2009-01-01 00:00:00.000,Catering,11115.65,3890.48,15006.12
LH-4458,2009-02-01 00:00:00.000,Catering,10309.57,3608.35,13917.92
LH-4458,2009-03-01 00:00:00.000,Catering,12908.82,4518.09,17426.9
LH-4458,2009-04-01 00:00:00.000,Catering,5176.79,12941.99,18118.78
LH-4458,2009-05-01 00:00:00.000,Catering,5079.84,12699.59,17779.42
LH-4458,2009-06-01 00:00:00.000,Catering,5726.21,14315.54,20041.75
LH-4458,2009-07-01 00:00:00.000,Catering,3624.11,18120.56,21744.67
LH-4458,2009-08-01 00:00:00.000,Catering,3676.49,18382.46,22058.95
LH-4458,2009-09-01 00:00:00.000,Catering,4124.91,20624.57,24749.48
LH-4458,2009-10-01 00:00:00.000,Catering,2133.86,12803.19,14937.05
LH-4458,2009-11-01 00:00:00.000,Catering,2428.24,14569.45,16997.69
LH-4458,2009-12-01 00:00:00.000,Catering,3222.56,19335.35,22557.91
LH-4458,2016-01-01 00:00:00.000,Catering,9112.11,3189.24,12301.35
LH-4458,2016-02-01 00:00:00.000,Catering,10518.59,3681.51,14200.1
LH-4458,2016-03-01 00:00:00.000,Catering,11620.42,4067.15,15687.57
LH-4458,2016-04-01 00:00:00.000,Catering,5809.28,14523.2,20332.48
LH-4458,2016-05-01 00:00:00.000,Catering,6004.68,15011.7,21016.39
LH-4458,2016-06-01 00:00:00.000,Catering,5410.41,13526.03,18936.45
LH-4458,2016-07-01 00:00:00.000,Catering,4055.32,20276.59,24331.91
LH-4458,2016-08-01 00:00:00.000,Catering,4259.7,21298.5,25558.19
LH-4458,2016-09-01 00:00:00.000,Catering,3981.79,19908.97,23890.77
LH-4458,2016-10-01 00:00:00.000,Catering,2203.99,13223.95,15427.94
LH-4458,2016-11-01 00:00:00.000,Catering,2373.73,14242.37,16616.1
LH-4458,2016-12-01 00:00:00.000,Catering,2523.49,15140.92,17664.41
LH-4458,2010-01-01 00:00:00.000,Catering,8816.37,3085.73,11902.1
LH-4458,2010-02-01 00:00:00.000,Catering,11505.74,4027.01,15532.75
LH-4458,2010-03-01 00:00:00.000,Catering,11929.42,4175.3,16104.72
LH-4458,2010-04-01 00:00:00.000,Catering,4780.28,11950.71,16731
LH-4458,2010-05-01 00:00:00.000,Catering,5153.17,12882.92,18036.09
LH-4458,2010-06-01 00:00:00.000,Catering,5484.98,13712.46,19197.44
LH-4458,2010-07-01 00:00:00.000,Catering,4133.15,20665.76,24798.91
LH-4458,2010-08-01 00:00:00.000,Catering,3949.43,19747.15,23696.58
LH-4458,2010-09-01 00:00:00.000,Catering,4180.05,20900.26,25080.31
LH-4458,2010-10-01 00:00:00.000,Catering,2812.92,16877.52,19690.44
LH-4458,2010-11-01 00:00:00.000,Catering,2309.41,13856.47,16165.88
LH-4458,2010-12-01 00:00:00.000,Catering,2498.98,14993.86,17492.84
LH-4458,2011-01-01 00:00:00.000,Catering,8453.23,2958.63,11411.86
LH-4458,2011-02-01 00:00:00.000,Catering,11666.96,4083.44,15750.4
LH-4458,2011-03-01 00:00:00.000,Catering,10613.24,3714.64,14327.88
LH-4458,2011-04-01 00:00:00.000,Catering,5999.88,14999.69,20999.57
LH-4458,2011-05-01 00:00:00.000,Catering,5374.38,13435.94,18810.32
LH-4458,2011-06-01 00:00:00.000,Catering,4861.11,12152.77,17013.88
LH-4458,2011-07-01 00:00:00.000,Catering,4170.12,20850.62,25020.75
LH-4458,2011-08-01 00:00:00.000,Catering,4366.17,21830.83,26196.99
LH-4458,2011-09-01 00:00:00.000,Catering,4486.5,22432.48,26918.97
LH-4458,2011-10-01 00:00:00.000,Catering,2402.87,14417.25,16820.12
LH-4458,2011-11-01 00:00:00.000,Catering,2493.66,14961.98,17455.64
LH-4458,2011-12-01 00:00:00.000,Catering,2613.54,15681.27,18294.81
LH-7450,2015-01-01 00:00:00.000,Catering,9580.53,3353.19,12933.72
LH-7450,2015-02-01 00:00:00.000,Catering,11951.13,4182.9,16134.03
LH-7450,2015-03-01 00:00:00.000,Catering,12061.07,4221.38,16282.45
LH-7450,2015-04-01 00:00:00.000,Catering,4812.53,12031.32,16843.85
LH-7450,2015-05-01 00:00:00.000,Catering,4439.43,11098.59,15538.02
LH-7450,2015-06-01 00:00:00.000,Catering,5205.8,13014.49,18220.29
LH-7450,2015-07-01 00:00:00.000,Catering,3606.28,18031.4,21637.68
LH-7450,2015-08-01 00:00:00.000,Catering,3779.76,18898.8,22678.56
LH-7450,2015-09-01 00:00:00.000,Catering,4362.22,21811.12,26173.34
LH-7450,2015-10-01 00:00:00.000,Catering,2536.89,15221.33,17758.22
LH-7450,2015-11-01 00:00:00.000,Catering,2633.98,15803.91,18437.89
LH-7450,2015-12-01 00:00:00.000,Catering,2435.39,14612.35,17047.75
LH-7450,2013-01-01 00:00:00.000,Catering,11674.22,4085.98,15760.2
LH-7450,2013-02-01 00:00:00.000,Catering,10827.68,3789.69,14617.37
LH-7450,2013-03-01 00:00:00.000,Catering,10122.12,3542.74,13664.87
LH-7450,2013-04-01 00:00:00.000,Catering,4634.61,11586.52,16221.12
LH-7450,2013-05-01 00:00:00.000,Catering,6248.71,15621.78,21870.49
LH-7450,2013-06-01 00:00:00.000,Catering,5639.61,14099.03,19738.64
LH-7450,2013-07-01 00:00:00.000,Catering,4161.88,20809.42,24971.31
LH-7450,2013-08-01 00:00:00.000,Catering,4327.06,21635.32,25962.38
LH-7450,2013-09-01 00:00:00.000,Catering,4296.71,21483.53,25780.24
LH-7450,2013-10-01 00:00:00.000,Catering,2373.29,14239.72,16613
LH-7450,2013-11-01 00:00:00.000,Catering,2503.55,15021.3,17524.85
LH-7450,2013-12-01 00:00:00.000,Catering,2186.09,13116.53,15302.62
LH-7450,2014-01-01 00:00:00.000,Catering,12040.78,4214.27,16255.06
LH-7450,2014-02-01 00:00:00.000,Catering,11047.16,3866.51,14913.67
LH-7450,2014-03-01 00:00:00.000,Catering,8815.98,3085.59,11901.57
LH-7450,2014-04-01 00:00:00.000,Catering,4759.28,11898.19,16657.46
LH-7450,2014-05-01 00:00:00.000,Catering,5173.61,12934.02,18107.63
LH-7450,2014-06-01 00:00:00.000,Catering,5466.25,13665.62,19131.87
LH-7450,2014-07-01 00:00:00.000,Catering,4455.79,22278.97,26734.77
LH-7450,2014-08-01 00:00:00.000,Catering,4299.85,21499.25,25799.1
LH-7450,2014-09-01 00:00:00.000,Catering,4350.39,21751.96,26102.35
LH-7450,2014-10-01 00:00:00.000,Catering,1970.48,11822.9,13793.39
LH-7450,2014-11-01 00:00:00.000,Catering,2591.12,15546.74,18137.86
LH-7450,2014-12-01 00:00:00.000,Catering,2133.82,12802.92,14936.73
LH-7450,2012-01-01 00:00:00.000,Catering,12209.17,4273.21,16482.39
LH-7450,2012-02-01 00:00:00.000,Catering,10733.96,3756.89,14490.84
LH-7450,2012-03-01 00:00:00.000,Catering,12769.65,4469.38,17239.03
LH-7450,2012-04-01 00:00:00.000,Catering,5187.39,12968.48,18155.87
LH-7450,2012-05-01 00:00:00.000,Catering,5741.1,14352.76,20093.86
LH-7450,2012-06-01 00:00:00.000,Catering,5074.94,12687.36,17762.3
LH-7450,2012-07-01 00:00:00.000,Catering,3745,18724.98,22469.97
LH-7450,2012-08-01 00:00:00.000,Catering,3731.35,18656.75,22388.11
LH-7450,2012-09-01 00:00:00.000,Catering,4252.42,21262.1,25514.52
LH-7450,2012-10-01 00:00:00.000,Catering,2116.08,12696.48,14812.55
LH-7450,2012-11-01 00:00:00.000,Catering,2456.61,14739.69,17196.3
LH-7450,2012-12-01 00:00:00.000,Catering,2686.23,16117.36,18803.59
LH-7450,2009-01-01 00:00:00.000,Catering,13046.48,4566.27,17612.75
LH-7450,2009-02-01 00:00:00.000,Catering,11850.45,4147.66,15998.11
LH-7450,2009-03-01 00:00:00.000,Catering,11863.97,4152.39,16016.37
LH-7450,2009-04-01 00:00:00.000,Catering,6020.25,15050.62,21070.86
LH-7450,2009-05-01 00:00:00.000,Catering,5172.8,12932,18104.8
LH-7450,2009-06-01 00:00:00.000,Catering,5741.56,14353.89,20095.44
LH-7450,2009-07-01 00:00:00.000,Catering,3782.72,18913.6,22696.32
LH-7450,2009-08-01 00:00:00.000,Catering,4068.1,20340.52,24408.62
LH-7450,2009-09-01 00:00:00.000,Catering,3892.28,19461.38,23353.66
LH-7450,2009-10-01 00:00:00.000,Catering,2645.76,15874.53,18520.29
LH-7450,2009-11-01 00:00:00.000,Catering,1950.57,11703.43,13654
LH-7450,2009-12-01 00:00:00.000,Catering,2956.92,17741.53,20698.45
LH-7450,2016-01-01 00:00:00.000,Catering,11971.83,4190.14,16161.97
LH-7450,2016-02-01 00:00:00.000,Catering,10161.97,3556.69,13718.66
LH-7450,2016-03-01 00:00:00.000,Catering,11580.87,4053.3,15634.17
LH-7450,2016-04-01 00:00:00.000,Catering,4279.75,10699.36,14979.11
LH-7450,2016-05-01 00:00:00.000,Catering,5991.18,14977.94,20969.12
LH-7450,2016-06-01 00:00:00.000,Catering,4944.07,12360.18,17304.25
LH-7450,2016-07-01 00:00:00.000,Catering,3524.92,17624.58,21149.5
LH-7450,2016-08-01 00:00:00.000,Catering,4196.28,20981.4,25177.68
LH-7450,2016-09-01 00:00:00.000,Catering,4331.29,21656.47,25987.76
LH-7450,2016-10-01 00:00:00.000,Catering,2542.75,15256.47,17799.22
LH-7450,2016-11-01 00:00:00.000,Catering,2527.89,15167.34,17695.23
LH-7450,2016-12-01 00:00:00.000,Catering,2691.82,16150.91,18842.72
LH-7450,2010-01-01 00:00:00.000,Catering,13352.55,4673.39,18025.95
LH-7450,2010-02-01 00:00:00.000,Catering,11178.77,3912.57,15091.34
LH-7450,2010-03-01 00:00:00.000,Catering,12713.02,4449.56,17162.58
LH-7450,2010-04-01 00:00:00.000,Catering,4782.23,11955.57,16737.79
LH-7450,2010-05-01 00:00:00.000,Catering,4404.02,11010.05,15414.07
LH-7450,2010-06-01 00:00:00.000,Catering,4640.27,11600.68,16240.95
LH-7450,2010-07-01 00:00:00.000,Catering,4229.54,21147.72,25377.26
LH-7450,2010-08-01 00:00:00.000,Catering,3923.17,19615.85,23539.01
LH-7450,2010-09-01 00:00:00.000,Catering,4308.12,21540.62,25848.75
LH-7450,2010-10-01 00:00:00.000,Catering,2449.47,14696.83,17146.3
LH-7450,2010-11-01 00:00:00.000,Catering,2324.99,13949.95,16274.94
LH-7450,2010-12-01 00:00:00.000,Catering,2155.9,12935.41,15091.31
LH-7450,2011-01-01 00:00:00.000,Catering,14186.16,4965.16,19151.32
LH-7450,2011-02-01 00:00:00.000,Catering,10392.94,3637.53,14030.47
LH-7450,2011-03-01 00:00:00.000,Catering,11807.67,4132.68,15940.35
LH-7450,2011-04-01 00:00:00.000,Catering,5717.43,14293.57,20011
LH-7450,2011-05-01 00:00:00.000,Catering,5726.29,14315.73,20042.02
LH-7450,2011-06-01 00:00:00.000,Catering,5386.37,13465.93,18852.3
LH-7450,2011-07-01 00:00:00.000,Catering,3759.91,18799.57,22559.49
LH-7450,2011-08-01 00:00:00.000,Catering,4014.92,20074.61,24089.53
LH-7450,2011-09-01 00:00:00.000,Catering,3815.06,19075.32,22890.39
LH-7450,2011-10-01 00:00:00.000,Catering,2437.5,14624.97,17062.47
LH-7450,2011-11-01 00:00:00.000,Catering,2499.82,14998.94,17498.76
LH-7450,2011-12-01 00:00:00.000,Catering,2107.3,12643.8,14751.1
LH-2202,2015-01-01 00:00:00.000,Catering,8257.27,2890.05,11147.32
LH-2202,2015-02-01 00:00:00.000,Catering,10432.51,3651.38,14083.89
LH-2202,2015-03-01 00:00:00.000,Catering,11404.96,3991.73,15396.69
LH-2202,2015-04-01 00:00:00.000,Catering,5008.9,12522.25,17531.14
LH-2202,2015-05-01 00:00:00.000,Catering,4734.55,11836.38,16570.93
LH-2202,2015-06-01 00:00:00.000,Catering,5476.77,13691.93,19168.71
LH-2202,2015-07-01 00:00:00.000,Catering,3753.24,18766.19,22519.43
LH-2202,2015-08-01 00:00:00.000,Catering,3960.38,19801.91,23762.29
LH-2202,2015-09-01 00:00:00.000,Catering,4609.8,23048.98,27658.78
LH-2202,2015-10-01 00:00:00.000,Catering,2089.3,12535.82,14625.13
LH-2202,2015-11-01 00:00:00.000,Catering,2372.27,14233.61,16605.87
LH-2202,2015-12-01 00:00:00.000,Catering,1848.31,11089.89,12938.2
LH-2202,2013-01-01 00:00:00.000,Catering,9548.14,3341.85,12889.99
LH-2202,2013-02-01 00:00:00.000,Catering,8296.17,2903.66,11199.82
LH-2202,2013-03-01 00:00:00.000,Catering,10802.86,3781,14583.86
LH-2202,2013-04-01 00:00:00.000,Catering,6212.68,15531.69,21744.36
LH-2202,2013-05-01 00:00:00.000,Catering,5070.34,12675.85,17746.19
LH-2202,2013-06-01 00:00:00.000,Catering,4745.46,11863.65,16609.1
LH-2202,2013-07-01 00:00:00.000,Catering,4430.6,22152.98,26583.57
LH-2202,2013-08-01 00:00:00.000,Catering,3798.93,18994.63,22793.56
LH-2202,2013-09-01 00:00:00.000,Catering,4243.69,21218.47,25462.16
LH-2202,2013-10-01 00:00:00.000,Catering,2068.93,12413.59,14482.53
LH-2202,2013-11-01 00:00:00.000,Catering,2034.03,12204.19,14238.22
LH-2202,2013-12-01 00:00:00.000,Catering,2048.18,12289.06,14337.23
LH-2202,2014-01-01 00:00:00.000,Catering,11230.75,3930.76,15161.52
LH-2202,2014-02-01 00:00:00.000,Catering,10332.87,3616.51,13949.38
LH-2202,2014-03-01 00:00:00.000,Catering,12596.86,4408.9,17005.76
LH-2202,2014-04-01 00:00:00.000,Catering,5502.22,13755.56,19257.78
LH-2202,2014-05-01 00:00:00.000,Catering,4810.54,12026.34,16836.88
LH-2202,2014-06-01 00:00:00.000,Catering,5192.07,12980.18,18172.26
LH-2202,2014-07-01 00:00:00.000,Catering,4405.29,22026.44,26431.72
LH-2202,2014-08-01 00:00:00.000,Catering,3953.42,19767.09,23720.5
LH-2202,2014-09-01 00:00:00.000,Catering,3968.14,19840.68,23808.82
LH-2202,2014-10-01 00:00:00.000,Catering,2882.33,17293.98,20176.31
LH-2202,2014-11-01 00:00:00.000,Catering,2518.54,15111.25,17629.8
LH-2202,2014-12-01 00:00:00.000,Catering,1830.74,10984.44,12815.18
LH-2202,2012-01-01 00:00:00.000,Catering,10539.94,3688.98,14228.93
LH-2202,2012-02-01 00:00:00.000,Catering,10281.93,3598.67,13880.6
LH-2202,2012-03-01 00:00:00.000,Catering,10928.36,3824.92,14753.28
LH-2202,2012-04-01 00:00:00.000,Catering,4328.69,10821.73,15150.42
LH-2202,2012-05-01 00:00:00.000,Catering,5193.79,12984.47,18178.25
LH-2202,2012-06-01 00:00:00.000,Catering,5322.12,13305.29,18627.4
LH-2202,2012-07-01 00:00:00.000,Catering,4059.77,20298.87,24358.64
LH-2202,2012-08-01 00:00:00.000,Catering,4538.8,22693.98,27232.78
LH-2202,2012-09-01 00:00:00.000,Catering,4372.42,21862.1,26234.52
LH-2202,2012-10-01 00:00:00.000,Catering,2564.87,15389.24,17954.12
LH-2202,2012-11-01 00:00:00.000,Catering,2296.01,13776.06,16072.08
LH-2202,2012-12-01 00:00:00.000,Catering,3222.17,19333.04,22555.21
LH-2202,2009-01-01 00:00:00.000,Catering,11624.64,4068.62,15693.26
LH-2202,2009-02-01 00:00:00.000,Catering,9731.1,3405.89,13136.99
LH-2202,2009-03-01 00:00:00.000,Catering,11619.66,4066.88,15686.54
LH-2202,2009-04-01 00:00:00.000,Catering,4729.07,11822.69,16551.76
LH-2202,2009-05-01 00:00:00.000,Catering,4994.66,12486.64,17481.29
LH-2202,2009-06-01 00:00:00.000,Catering,5638.63,14096.56,19735.19
LH-2202,2009-07-01 00:00:00.000,Catering,3957.99,19789.95,23747.94
LH-2202,2009-08-01 00:00:00.000,Catering,4405.24,22026.18,26431.42
LH-2202,2009-09-01 00:00:00.000,Catering,4068.79,20343.94,24412.73
LH-2202,2009-10-01 00:00:00.000,Catering,2311.41,13868.49,16179.9
LH-2202,2009-11-01 00:00:00.000,Catering,2347.08,14082.45,16429.53
LH-2202,2009-12-01 00:00:00.000,Catering,3185.38,19112.27,22297.65
LH-2202,2016-01-01 00:00:00.000,Catering,9101.94,3185.68,12287.62
LH-2202,2016-02-01 00:00:00.000,Catering,11872.34,4155.32,16027.66
LH-2202,2016-03-01 00:00:00.000,Catering,9957.7,3485.19,13442.89
LH-2202,2016-04-01 00:00:00.000,Catering,4741.04,11852.59,16593.62
LH-2202,2016-05-01 00:00:00.000,Catering,5612.11,14030.27,19642.38
LH-2202,2016-06-01 00:00:00.000,Catering,4267.58,10668.95,14936.54
LH-2202,2016-07-01 00:00:00.000,Catering,4000.85,20004.23,24005.07
LH-2202,2016-08-01 00:00:00.000,Catering,3716.18,18580.88,22297.06
LH-2202,2016-09-01 00:00:00.000,Catering,4609.67,23048.37,27658.05
LH-2202,2016-10-01 00:00:00.000,Catering,2670,16019.98,18689.98
LH-2202,2016-11-01 00:00:00.000,Catering,1821.01,10926.06,12747.07
LH-2202,2016-12-01 00:00:00.000,Catering,2600.98,15605.88,18206.86
LH-2202,2010-01-01 00:00:00.000,Catering,10252.53,3588.39,13840.92
LH-2202,2010-02-01 00:00:00.000,Catering,9947.42,3481.6,13429.01
LH-2202,2010-03-01 00:00:00.000,Catering,11079.41,3877.79,14957.21
LH-2202,2010-04-01 00:00:00.000,Catering,5250.13,13125.33,18375.47
LH-2202,2010-05-01 00:00:00.000,Catering,4912.58,12281.44,17194.01
LH-2202,2010-06-01 00:00:00.000,Catering,5189.34,12973.34,18162.68
LH-2202,2010-07-01 00:00:00.000,Catering,4036.55,20182.77,24219.32
LH-2202,2010-08-01 00:00:00.000,Catering,4991.85,24959.24,29951.09
LH-2202,2010-09-01 00:00:00.000,Catering,3684.57,18422.86,22107.44
LH-2202,2010-10-01 00:00:00.000,Catering,2180.11,13080.65,15260.76
LH-2202,2010-11-01 00:00:00.000,Catering,2343.79,14062.75,16406.54
LH-2202,2010-12-01 00:00:00.000,Catering,2242.48,13454.91,15697.39
LH-2202,2011-01-01 00:00:00.000,Catering,13357.24,4675.03,18032.28
LH-2202,2011-02-01 00:00:00.000,Catering,9969.29,3489.25,13458.54
LH-2202,2011-03-01 00:00:00.000,Catering,11340.93,3969.33,15310.26
LH-2202,2011-04-01 00:00:00.000,Catering,5249.31,13123.29,18372.6
LH-2202,2011-05-01 00:00:00.000,Catering,5268.6,13171.49,18440.09
LH-2202,2011-06-01 00:00:00.000,Catering,5228.35,13070.87,18299.22
LH-2202,2011-07-01 00:00:00.000,Catering,3652.35,18261.77,21914.12
LH-2202,2011-08-01 00:00:00.000,Catering,3760.52,18802.61,22563.13
LH-2202,2011-09-01 00:00:00.000,Catering,3943.75,19718.75,23662.5
LH-2202,2011-10-01 00:00:00.000,Catering,2411.91,14471.47,16883.39
LH-2202,2011-11-01 00:00:00.000,Catering,2518.45,15110.7,17629.15
LH-2202,2011-12-01 00:00:00.000,Catering,1982.03,11892.2,13874.23
LH-2202,2015-01-01 00:00:00.000,Conference & Exhibitions,4766.73,1668.36,6435.09
LH-2202,2015-02-01 00:00:00.000,Conference & Exhibitions,6022.45,2107.86,8130.31
LH-2202,2015-03-01 00:00:00.000,Conference & Exhibitions,6583.82,2304.34,8888.16
LH-2202,2015-04-01 00:00:00.000,Conference & Exhibitions,2891.52,7228.8,10120.33
LH-2202,2015-05-01 00:00:00.000,Conference & Exhibitions,2733.15,6832.87,9566.02
LH-2202,2015-06-01 00:00:00.000,Conference & Exhibitions,3161.62,7904.04,11065.65
LH-2202,2015-07-01 00:00:00.000,Conference & Exhibitions,2166.66,10833.29,12999.95
LH-2202,2015-08-01 00:00:00.000,Conference & Exhibitions,2286.24,11431.19,13717.42
LH-2202,2015-09-01 00:00:00.000,Conference & Exhibitions,2661.13,13305.65,15966.78
LH-2202,2015-10-01 00:00:00.000,Conference & Exhibitions,1206.11,7236.64,8442.75
LH-2202,2015-11-01 00:00:00.000,Conference & Exhibitions,1369.46,8216.73,9586.19
LH-2202,2015-12-01 00:00:00.000,Conference & Exhibitions,1066.99,6401.94,7468.93
LH-2202,2013-01-01 00:00:00.000,Conference & Exhibitions,5511.92,1929.17,7441.1
LH-2202,2013-02-01 00:00:00.000,Conference & Exhibitions,4789.19,1676.21,6465.4
LH-2202,2013-03-01 00:00:00.000,Conference & Exhibitions,6236.24,2182.68,8418.93
LH-2202,2013-04-01 00:00:00.000,Conference & Exhibitions,3586.43,8966.09,12552.52
LH-2202,2013-05-01 00:00:00.000,Conference & Exhibitions,2926.99,7317.48,10244.47
LH-2202,2013-06-01 00:00:00.000,Conference & Exhibitions,2739.44,6848.61,9588.05
LH-2202,2013-07-01 00:00:00.000,Conference & Exhibitions,2557.68,12788.4,15346.08
LH-2202,2013-08-01 00:00:00.000,Conference & Exhibitions,2193.03,10965.16,13158.2
LH-2202,2013-09-01 00:00:00.000,Conference & Exhibitions,2449.79,12248.93,14698.72
LH-2202,2013-10-01 00:00:00.000,Conference & Exhibitions,1194.35,7166.08,8360.43
LH-2202,2013-11-01 00:00:00.000,Conference & Exhibitions,1174.2,7045.2,8219.4
LH-2202,2013-12-01 00:00:00.000,Conference & Exhibitions,1182.37,7094.19,8276.56
LH-2202,2014-01-01 00:00:00.000,Conference & Exhibitions,6483.26,2269.14,8752.39
LH-2202,2014-02-01 00:00:00.000,Conference & Exhibitions,5964.93,2087.73,8052.66
LH-2202,2014-03-01 00:00:00.000,Conference & Exhibitions,7271.88,2545.16,9817.04
LH-2202,2014-04-01 00:00:00.000,Conference & Exhibitions,3176.31,7940.77,11117.07
LH-2202,2014-05-01 00:00:00.000,Conference & Exhibitions,2777.01,6942.53,9719.54
LH-2202,2014-06-01 00:00:00.000,Conference & Exhibitions,2997.26,7493.16,10490.43
LH-2202,2014-07-01 00:00:00.000,Conference & Exhibitions,2543.07,12715.36,15258.43
LH-2202,2014-08-01 00:00:00.000,Conference & Exhibitions,2282.22,11411.08,13693.3
LH-2202,2014-09-01 00:00:00.000,Conference & Exhibitions,2290.71,11453.57,13744.29
LH-2202,2014-10-01 00:00:00.000,Conference & Exhibitions,1663.9,9983.42,11647.32
