HotelID,MonthStart,ExpenseCategory,AnnualAmountGBP,MonthlyAmountGBP
LH-4458,2011-06-01 00:00:00.000,Supplies,56168,4966.03
LH-4458,2011-07-01 00:00:00.000,Supplies,56168,5951.99
LH-4458,2011-08-01 00:00:00.000,Supplies,56168,5552.28
LH-4458,2011-09-01 00:00:00.000,Supplies,56168,5955.27
LH-4458,2011-10-01 00:00:00.000,Supplies,56168,4971.26
LH-4458,2011-11-01 00:00:00.000,Supplies,56168,4444.48
LH-4458,2011-12-01 00:00:00.000,Supplies,56168,2867.19
LH-4458,2011-01-01 00:00:00.000,ComputerServices,14042,565.9
LH-4458,2011-02-01 00:00:00.000,ComputerServices,14042,1164.35
LH-4458,2011-03-01 00:00:00.000,ComputerServices,14042,1142.98
LH-4458,2011-04-01 00:00:00.000,ComputerServices,14042,1246.94
LH-4458,2011-05-01 00:00:00.000,ComputerServices,14042,1244.71
LH-4458,2011-06-01 00:00:00.000,ComputerServices,14042,1241.51
LH-4458,2011-07-01 00:00:00.000,ComputerServices,14042,1488
LH-4458,2011-08-01 00:00:00.000,ComputerServices,14042,1388.07
LH-4458,2011-09-01 00:00:00.000,ComputerServices,14042,1488.82
LH-4458,2011-10-01 00:00:00.000,ComputerServices,14042,1242.82
LH-4458,2011-11-01 00:00:00.000,ComputerServices,14042,1111.12
LH-4458,2011-12-01 00:00:00.000,ComputerServices,14042,716.8
LH-4458,2011-01-01 00:00:00.000,EquipmentMaintenance,28084,1131.79
LH-4458,2011-02-01 00:00:00.000,EquipmentMaintenance,28084,2328.7
LH-4458,2011-03-01 00:00:00.000,EquipmentMaintenance,28084,2285.96
LH-4458,2011-04-01 00:00:00.000,EquipmentMaintenance,28084,2493.88
LH-4458,2011-05-01 00:00:00.000,EquipmentMaintenance,28084,2489.42
LH-4458,2011-06-01 00:00:00.000,EquipmentMaintenance,28084,2483.02
LH-4458,2011-07-01 00:00:00.000,EquipmentMaintenance,28084,2975.99
LH-4458,2011-08-01 00:00:00.000,EquipmentMaintenance,28084,2776.14
LH-4458,2011-09-01 00:00:00.000,EquipmentMaintenance,28084,2977.63
LH-4458,2011-10-01 00:00:00.000,EquipmentMaintenance,28084,2485.63
LH-4458,2011-11-01 00:00:00.000,EquipmentMaintenance,28084,2222.24
LH-4458,2011-12-01 00:00:00.000,EquipmentMaintenance,28084,1433.6
LH-4458,2011-01-01 00:00:00.000,BuildingMaintenance,70209,2829.44
LH-4458,2011-02-01 00:00:00.000,BuildingMaintenance,70209,5821.67
LH-4458,2011-03-01 00:00:00.000,BuildingMaintenance,70209,5714.81
LH-4458,2011-04-01 00:00:00.000,BuildingMaintenance,70209,6234.62
LH-4458,2011-05-01 00:00:00.000,BuildingMaintenance,70209,6223.46
LH-4458,2011-06-01 00:00:00.000,BuildingMaintenance,70209,6207.45
LH-4458,2011-07-01 00:00:00.000,BuildingMaintenance,70209,7439.88
LH-4458,2011-08-01 00:00:00.000,BuildingMaintenance,70209,6940.25
LH-4458,2011-09-01 00:00:00.000,BuildingMaintenance,70209,7443.98
LH-4458,2011-10-01 00:00:00.000,BuildingMaintenance,70209,6213.99
LH-4458,2011-11-01 00:00:00.000,BuildingMaintenance,70209,5555.52
LH-4458,2011-12-01 00:00:00.000,BuildingMaintenance,70209,3583.94
LH-4458,2011-01-01 00:00:00.000,Utilities,28084,1131.79
LH-4458,2011-02-01 00:00:00.000,Utilities,28084,2328.7
LH-4458,2011-03-01 00:00:00.000,Utilities,28084,2285.96
LH-4458,2011-04-01 00:00:00.000,Utilities,28084,2493.88
LH-4458,2011-05-01 00:00:00.000,Utilities,28084,2489.42
LH-4458,2011-06-01 00:00:00.000,Utilities,28084,2483.02
LH-4458,2011-07-01 00:00:00.000,Utilities,28084,2975.99
LH-4458,2011-08-01 00:00:00.000,Utilities,28084,2776.14
LH-4458,2011-09-01 00:00:00.000,Utilities,28084,2977.63
LH-4458,2011-10-01 00:00:00.000,Utilities,28084,2485.63
LH-4458,2011-11-01 00:00:00.000,Utilities,28084,2222.24
LH-4458,2011-12-01 00:00:00.000,Utilities,28084,1433.6
LH-4458,2011-01-01 00:00:00.000,TaxesAndLicenseFees,280838,11317.84
LH-4458,2011-02-01 00:00:00.000,TaxesAndLicenseFees,280838,23286.87
LH-4458,2011-03-01 00:00:00.000,TaxesAndLicenseFees,280838,22859.39
LH-4458,2011-04-01 00:00:00.000,TaxesAndLicenseFees,280838,24938.65
LH-4458,2011-05-01 00:00:00.000,TaxesAndLicenseFees,280838,24894
LH-4458,2011-06-01 00:00:00.000,TaxesAndLicenseFees,280838,24829.98
LH-4458,2011-07-01 00:00:00.000,TaxesAndLicenseFees,280838,29759.73
LH-4458,2011-08-01 00:00:00.000,TaxesAndLicenseFees,280838,27761.2
LH-4458,2011-09-01 00:00:00.000,TaxesAndLicenseFees,280838,29776.12
LH-4458,2011-10-01 00:00:00.000,TaxesAndLicenseFees,280838,24856.14
LH-4458,2011-11-01 00:00:00.000,TaxesAndLicenseFees,280838,22222.25
LH-4458,2011-12-01 00:00:00.000,TaxesAndLicenseFees,280838,14335.85
LH-4458,2011-01-01 00:00:00.000,OtherOperatingExpenses,28084,1131.79
LH-4458,2011-02-01 00:00:00.000,OtherOperatingExpenses,28084,2328.7
LH-4458,2011-03-01 00:00:00.000,OtherOperatingExpenses,28084,2285.96
LH-4458,2011-04-01 00:00:00.000,OtherOperatingExpenses,28084,2493.88
LH-4458,2011-05-01 00:00:00.000,OtherOperatingExpenses,28084,2489.42
LH-4458,2011-06-01 00:00:00.000,OtherOperatingExpenses,28084,2483.02
LH-4458,2011-07-01 00:00:00.000,OtherOperatingExpenses,28084,2975.99
LH-4458,2011-08-01 00:00:00.000,OtherOperatingExpenses,28084,2776.14
LH-4458,2011-09-01 00:00:00.000,OtherOperatingExpenses,28084,2977.63
LH-4458,2011-10-01 00:00:00.000,OtherOperatingExpenses,28084,2485.63
LH-4458,2011-11-01 00:00:00.000,OtherOperatingExpenses,28084,2222.24
LH-4458,2011-12-01 00:00:00.000,OtherOperatingExpenses,28084,1433.6
LH-4458,2012-01-01 00:00:00.000,Payroll,649812,34260.75
LH-4458,2012-02-01 00:00:00.000,Payroll,649812,49135.93
LH-4458,2012-03-01 00:00:00.000,Payroll,649812,61819.5
LH-4458,2012-04-01 00:00:00.000,Payroll,649812,51924.29
LH-4458,2012-05-01 00:00:00.000,Payroll,649812,57732.54
LH-4458,2012-06-01 00:00:00.000,Payroll,649812,71795.46
LH-4458,2012-07-01 00:00:00.000,Payroll,649812,66989.18
LH-4458,2012-08-01 00:00:00.000,Payroll,649812,54654.81
LH-4458,2012-09-01 00:00:00.000,Payroll,649812,54881.98
LH-4458,2012-10-01 00:00:00.000,Payroll,649812,60343.39
LH-4458,2012-11-01 00:00:00.000,Payroll,649812,57233.29
LH-4458,2012-12-01 00:00:00.000,Payroll,649812,29040.87
LH-4458,2012-01-01 00:00:00.000,HealthInsurance,129962,6852.13
LH-4458,2012-02-01 00:00:00.000,HealthInsurance,129962,9827.16
LH-4458,2012-03-01 00:00:00.000,HealthInsurance,129962,12363.86
LH-4458,2012-04-01 00:00:00.000,HealthInsurance,129962,10384.83
LH-4458,2012-05-01 00:00:00.000,HealthInsurance,129962,11546.47
LH-4458,2012-06-01 00:00:00.000,HealthInsurance,129962,14359.05
LH-4458,2012-07-01 00:00:00.000,HealthInsurance,129962,13397.79
LH-4458,2012-08-01 00:00:00.000,HealthInsurance,129962,10930.93
LH-4458,2012-09-01 00:00:00.000,HealthInsurance,129962,10976.36
LH-4458,2012-10-01 00:00:00.000,HealthInsurance,129962,12068.64
LH-4458,2012-11-01 00:00:00.000,HealthInsurance,129962,11446.62
LH-4458,2012-12-01 00:00:00.000,HealthInsurance,129962,5808.16
LH-4458,2012-01-01 00:00:00.000,ContractLabor,115522,6090.79
LH-4458,2012-02-01 00:00:00.000,ContractLabor,115522,8735.27
LH-4458,2012-03-01 00:00:00.000,ContractLabor,115522,10990.12
LH-4458,2012-04-01 00:00:00.000,ContractLabor,115522,9230.97
LH-4458,2012-05-01 00:00:00.000,ContractLabor,115522,10263.55
LH-4458,2012-06-01 00:00:00.000,ContractLabor,115522,12763.62
LH-4458,2012-07-01 00:00:00.000,ContractLabor,115522,11909.17
LH-4458,2012-08-01 00:00:00.000,ContractLabor,115522,9716.4
LH-4458,2012-09-01 00:00:00.000,ContractLabor,115522,9756.79
LH-4458,2012-10-01 00:00:00.000,ContractLabor,115522,10727.7
LH-4458,2012-11-01 00:00:00.000,ContractLabor,115522,10174.79
LH-4458,2012-12-01 00:00:00.000,ContractLabor,115522,5162.82
LH-4458,2012-01-01 00:00:00.000,ExpensedEquipment,28881,1522.72
LH-4458,2012-02-01 00:00:00.000,ExpensedEquipment,28881,2183.85
LH-4458,2012-03-01 00:00:00.000,ExpensedEquipment,28881,2747.58
LH-4458,2012-04-01 00:00:00.000,ExpensedEquipment,28881,2307.78
LH-4458,2012-05-01 00:00:00.000,ExpensedEquipment,28881,2565.93
LH-4458,2012-06-01 00:00:00.000,ExpensedEquipment,28881,3190.96
LH-4458,2012-07-01 00:00:00.000,ExpensedEquipment,28881,2977.34
LH-4458,2012-08-01 00:00:00.000,ExpensedEquipment,28881,2429.14
LH-4458,2012-09-01 00:00:00.000,ExpensedEquipment,28881,2439.24
LH-4458,2012-10-01 00:00:00.000,ExpensedEquipment,28881,2681.97
LH-4458,2012-11-01 00:00:00.000,ExpensedEquipment,28881,2543.74
LH-4458,2012-12-01 00:00:00.000,ExpensedEquipment,28881,1290.73
LH-4458,2012-01-01 00:00:00.000,Supplies,57761,3045.4
LH-4458,2012-02-01 00:00:00.000,Supplies,57761,4367.63
LH-4458,2012-03-01 00:00:00.000,Supplies,57761,5495.06
LH-4458,2012-04-01 00:00:00.000,Supplies,57761,4615.49
LH-4458,2012-05-01 00:00:00.000,Supplies,57761,5131.78
LH-4458,2012-06-01 00:00:00.000,Supplies,57761,6381.81
LH-4458,2012-07-01 00:00:00.000,Supplies,57761,5954.59
LH-4458,2012-08-01 00:00:00.000,Supplies,57761,4858.2
LH-4458,2012-09-01 00:00:00.000,Supplies,57761,4878.39
LH-4458,2012-10-01 00:00:00.000,Supplies,57761,5363.85
LH-4458,2012-11-01 00:00:00.000,Supplies,57761,5087.4
LH-4458,2012-12-01 00:00:00.000,Supplies,57761,2581.41
LH-4458,2012-01-01 00:00:00.000,ComputerServices,14440,761.34
LH-4458,2012-02-01 00:00:00.000,ComputerServices,14440,1091.89
LH-4458,2012-03-01 00:00:00.000,ComputerServices,14440,1373.74
LH-4458,2012-04-01 00:00:00.000,ComputerServices,14440,1153.85
LH-4458,2012-05-01 00:00:00.000,ComputerServices,14440,1282.92
LH-4458,2012-06-01 00:00:00.000,ComputerServices,14440,1595.43
LH-4458,2012-07-01 00:00:00.000,ComputerServices,14440,1488.62
LH-4458,2012-08-01 00:00:00.000,ComputerServices,14440,1214.53
LH-4458,2012-09-01 00:00:00.000,ComputerServices,14440,1219.58
LH-4458,2012-10-01 00:00:00.000,ComputerServices,14440,1340.94
LH-4458,2012-11-01 00:00:00.000,ComputerServices,14440,1271.83
LH-4458,2012-12-01 00:00:00.000,ComputerServices,14440,645.34
LH-4458,2012-01-01 00:00:00.000,EquipmentMaintenance,28881,1522.72
LH-4458,2012-02-01 00:00:00.000,EquipmentMaintenance,28881,2183.85
LH-4458,2012-03-01 00:00:00.000,EquipmentMaintenance,28881,2747.58
LH-4458,2012-04-01 00:00:00.000,EquipmentMaintenance,28881,2307.78
LH-4458,2012-05-01 00:00:00.000,EquipmentMaintenance,28881,2565.93
LH-4458,2012-06-01 00:00:00.000,EquipmentMaintenance,28881,3190.96
LH-4458,2012-07-01 00:00:00.000,EquipmentMaintenance,28881,2977.34
LH-4458,2012-08-01 00:00:00.000,EquipmentMaintenance,28881,2429.14
LH-4458,2012-09-01 00:00:00.000,EquipmentMaintenance,28881,2439.24
LH-4458,2012-10-01 00:00:00.000,EquipmentMaintenance,28881,2681.97
LH-4458,2012-11-01 00:00:00.000,EquipmentMaintenance,28881,2543.74
LH-4458,2012-12-01 00:00:00.000,EquipmentMaintenance,28881,1290.73
LH-4458,2012-01-01 00:00:00.000,BuildingMaintenance,72201,3806.73
LH-4458,2012-02-01 00:00:00.000,BuildingMaintenance,72201,5459.52
LH-4458,2012-03-01 00:00:00.000,BuildingMaintenance,72201,6868.8
LH-4458,2012-04-01 00:00:00.000,BuildingMaintenance,72201,5769.34
LH-4458,2012-05-01 00:00:00.000,BuildingMaintenance,72201,6414.7
LH-4458,2012-06-01 00:00:00.000,BuildingMaintenance,72201,7977.24
LH-4458,2012-07-01 00:00:00.000,BuildingMaintenance,72201,7443.21
LH-4458,2012-08-01 00:00:00.000,BuildingMaintenance,72201,6072.73
LH-4458,2012-09-01 00:00:00.000,BuildingMaintenance,72201,6097.97
LH-4458,2012-10-01 00:00:00.000,BuildingMaintenance,72201,6704.79
LH-4458,2012-11-01 00:00:00.000,BuildingMaintenance,72201,6359.22
LH-4458,2012-12-01 00:00:00.000,BuildingMaintenance,72201,3226.75
LH-4458,2012-01-01 00:00:00.000,Utilities,28881,1522.72
LH-4458,2012-02-01 00:00:00.000,Utilities,28881,2183.85
LH-4458,2012-03-01 00:00:00.000,Utilities,28881,2747.58
LH-4458,2012-04-01 00:00:00.000,Utilities,28881,2307.78
LH-4458,2012-05-01 00:00:00.000,Utilities,28881,2565.93
LH-4458,2012-06-01 00:00:00.000,Utilities,28881,3190.96
LH-4458,2012-07-01 00:00:00.000,Utilities,28881,2977.34
LH-4458,2012-08-01 00:00:00.000,Utilities,28881,2429.14
LH-4458,2012-09-01 00:00:00.000,Utilities,28881,2439.24
LH-4458,2012-10-01 00:00:00.000,Utilities,28881,2681.97
LH-4458,2012-11-01 00:00:00.000,Utilities,28881,2543.74
LH-4458,2012-12-01 00:00:00.000,Utilities,28881,1290.73
LH-4458,2012-01-01 00:00:00.000,TaxesAndLicenseFees,288805,15226.98
LH-4458,2012-02-01 00:00:00.000,TaxesAndLicenseFees,288805,21838.17
LH-4458,2012-03-01 00:00:00.000,TaxesAndLicenseFees,288805,27475.3
LH-4458,2012-04-01 00:00:00.000,TaxesAndLicenseFees,288805,23077.44
LH-4458,2012-05-01 00:00:00.000,TaxesAndLicenseFees,288805,25658.88
LH-4458,2012-06-01 00:00:00.000,TaxesAndLicenseFees,288805,31909.06
LH-4458,2012-07-01 00:00:00.000,TaxesAndLicenseFees,288805,29772.93
LH-4458,2012-08-01 00:00:00.000,TaxesAndLicenseFees,288805,24291
LH-4458,2012-09-01 00:00:00.000,TaxesAndLicenseFees,288805,24391.96
LH-4458,2012-10-01 00:00:00.000,TaxesAndLicenseFees,288805,26819.25
LH-4458,2012-11-01 00:00:00.000,TaxesAndLicenseFees,288805,25436.99
LH-4458,2012-12-01 00:00:00.000,TaxesAndLicenseFees,288805,12907.04
LH-4458,2012-01-01 00:00:00.000,OtherOperatingExpenses,28881,1522.72
LH-4458,2012-02-01 00:00:00.000,OtherOperatingExpenses,28881,2183.85
LH-4458,2012-03-01 00:00:00.000,OtherOperatingExpenses,28881,2747.58
LH-4458,2012-04-01 00:00:00.000,OtherOperatingExpenses,28881,2307.78
LH-4458,2012-05-01 00:00:00.000,OtherOperatingExpenses,28881,2565.93
LH-4458,2012-06-01 00:00:00.000,OtherOperatingExpenses,28881,3190.96
LH-4458,2012-07-01 00:00:00.000,OtherOperatingExpenses,28881,2977.34
LH-4458,2012-08-01 00:00:00.000,OtherOperatingExpenses,28881,2429.14
LH-4458,2012-09-01 00:00:00.000,OtherOperatingExpenses,28881,2439.24
LH-4458,2012-10-01 00:00:00.000,OtherOperatingExpenses,28881,2681.97
LH-4458,2012-11-01 00:00:00.000,OtherOperatingExpenses,28881,2543.74
LH-4458,2012-12-01 00:00:00.000,OtherOperatingExpenses,28881,1290.73
LH-4458,2013-01-01 00:00:00.000,Payroll,604816,36575.24
LH-4458,2013-02-01 00:00:00.000,Payroll,604816,40326.34
LH-4458,2013-03-01 00:00:00.000,Payroll,604816,43885.48
LH-4458,2013-04-01 00:00:00.000,Payroll,604816,50881.61
LH-4458,2013-05-01 00:00:00.000,Payroll,604816,48213.68
LH-4458,2013-06-01 00:00:00.000,Payroll,604816,60113.37
LH-4458,2013-07-01 00:00:00.000,Payroll,604816,59685.21
LH-4458,2013-08-01 00:00:00.000,Payroll,604816,70221.13
LH-4458,2013-09-01 00:00:00.000,Payroll,604816,58995.81
LH-4458,2013-10-01 00:00:00.000,Payroll,604816,62860.78
LH-4458,2013-11-01 00:00:00.000,Payroll,604816,50063.31
LH-4458,2013-12-01 00:00:00.000,Payroll,604816,22994.04
LH-4458,2013-01-01 00:00:00.000,HealthInsurance,120963,7315.04
LH-4458,2013-02-01 00:00:00.000,HealthInsurance,120963,8065.26
LH-4458,2013-03-01 00:00:00.000,HealthInsurance,120963,8777.08
LH-4458,2013-04-01 00:00:00.000,HealthInsurance,120963,10176.31
LH-4458,2013-05-01 00:00:00.000,HealthInsurance,120963,9642.72
LH-4458,2013-06-01 00:00:00.000,HealthInsurance,120963,12022.65
LH-4458,2013-07-01 00:00:00.000,HealthInsurance,120963,11937.02
LH-4458,2013-08-01 00:00:00.000,HealthInsurance,120963,14044.2
LH-4458,2013-09-01 00:00:00.000,HealthInsurance,120963,11799.14
LH-4458,2013-10-01 00:00:00.000,HealthInsurance,120963,12572.13
LH-4458,2013-11-01 00:00:00.000,HealthInsurance,120963,10012.65
LH-4458,2013-12-01 00:00:00.000,HealthInsurance,120963,4598.8
LH-4458,2013-01-01 00:00:00.000,ContractLabor,107523,6502.27
LH-4458,2013-02-01 00:00:00.000,ContractLabor,107523,7169.14
LH-4458,2013-03-01 00:00:00.000,ContractLabor,107523,7801.88
LH-4458,2013-04-01 00:00:00.000,ContractLabor,107523,9045.63
LH-4458,2013-05-01 00:00:00.000,ContractLabor,107523,8571.33
LH-4458,2013-06-01 00:00:00.000,ContractLabor,107523,10686.84
LH-4458,2013-07-01 00:00:00.000,ContractLabor,107523,10610.72
LH-4458,2013-08-01 00:00:00.000,ContractLabor,107523,12483.77
LH-4458,2013-09-01 00:00:00.000,ContractLabor,107523,10488.16
LH-4458,2013-10-01 00:00:00.000,ContractLabor,107523,11175.27
LH-4458,2013-11-01 00:00:00.000,ContractLabor,107523,8900.16
LH-4458,2013-12-01 00:00:00.000,ContractLabor,107523,4087.83
LH-4458,2013-01-01 00:00:00.000,ExpensedEquipment,26881,1625.58
LH-4458,2013-02-01 00:00:00.000,ExpensedEquipment,26881,1792.3
LH-4458,2013-03-01 00:00:00.000,ExpensedEquipment,26881,1950.49
LH-4458,2013-04-01 00:00:00.000,ExpensedEquipment,26881,2261.43
LH-4458,2013-05-01 00:00:00.000,ExpensedEquipment,26881,2142.85
LH-4458,2013-06-01 00:00:00.000,ExpensedEquipment,26881,2671.73
LH-4458,2013-07-01 00:00:00.000,ExpensedEquipment,26881,2652.7
LH-4458,2013-08-01 00:00:00.000,ExpensedEquipment,26881,3120.97
LH-4458,2013-09-01 00:00:00.000,ExpensedEquipment,26881,2622.06
LH-4458,2013-10-01 00:00:00.000,ExpensedEquipment,26881,2793.84
LH-4458,2013-11-01 00:00:00.000,ExpensedEquipment,26881,2225.06
LH-4458,2013-12-01 00:00:00.000,ExpensedEquipment,26881,1021.97
LH-4458,2013-01-01 00:00:00.000,Supplies,53761,3251.11
LH-4458,2013-02-01 00:00:00.000,Supplies,53761,3584.54
LH-4458,2013-03-01 00:00:00.000,Supplies,53761,3900.9
LH-4458,2013-04-01 00:00:00.000,Supplies,53761,4522.77
LH-4458,2013-05-01 00:00:00.000,Supplies,53761,4285.63
LH-4458,2013-06-01 00:00:00.000,Supplies,53761,5343.37
LH-4458,2013-07-01 00:00:00.000,Supplies,53761,5305.31
LH-4458,2013-08-01 00:00:00.000,Supplies,53761,6241.83
LH-4458,2013-09-01 00:00:00.000,Supplies,53761,5244.03
LH-4458,2013-10-01 00:00:00.000,Supplies,53761,5587.58
LH-4458,2013-11-01 00:00:00.000,Supplies,53761,4450.04
LH-4458,2013-12-01 00:00:00.000,Supplies,53761,2043.9
LH-4458,2013-01-01 00:00:00.000,ComputerServices,13440,812.76
LH-4458,2013-02-01 00:00:00.000,ComputerServices,13440,896.12
LH-4458,2013-03-01 00:00:00.000,ComputerServices,13440,975.21
LH-4458,2013-04-01 00:00:00.000,ComputerServices,13440,1130.67
LH-4458,2013-05-01 00:00:00.000,ComputerServices,13440,1071.39
LH-4458,2013-06-01 00:00:00.000,ComputerServices,13440,1335.82
LH-4458,2013-07-01 00:00:00.000,ComputerServices,13440,1326.3
LH-4458,2013-08-01 00:00:00.000,ComputerServices,13440,1560.43
LH-4458,2013-09-01 00:00:00.000,ComputerServices,13440,1310.98
LH-4458,2013-10-01 00:00:00.000,ComputerServices,13440,1396.87
LH-4458,2013-11-01 00:00:00.000,ComputerServices,13440,1112.49
LH-4458,2013-12-01 00:00:00.000,ComputerServices,13440,510.97
LH-4458,2013-01-01 00:00:00.000,EquipmentMaintenance,26881,1625.58
LH-4458,2013-02-01 00:00:00.000,EquipmentMaintenance,26881,1792.3
LH-4458,2013-03-01 00:00:00.000,EquipmentMaintenance,26881,1950.49
LH-4458,2013-04-01 00:00:00.000,EquipmentMaintenance,26881,2261.43
LH-4458,2013-05-01 00:00:00.000,EquipmentMaintenance,26881,2142.85
LH-4458,2013-06-01 00:00:00.000,EquipmentMaintenance,26881,2671.73
LH-4458,2013-07-01 00:00:00.000,EquipmentMaintenance,26881,2652.7
LH-4458,2013-08-01 00:00:00.000,EquipmentMaintenance,26881,3120.97
LH-4458,2013-09-01 00:00:00.000,EquipmentMaintenance,26881,2622.06
LH-4458,2013-10-01 00:00:00.000,EquipmentMaintenance,26881,2793.84
LH-4458,2013-11-01 00:00:00.000,EquipmentMaintenance,26881,2225.06
LH-4458,2013-12-01 00:00:00.000,EquipmentMaintenance,26881,1021.97
LH-4458,2013-01-01 00:00:00.000,BuildingMaintenance,67202,4063.93
LH-4458,2013-02-01 00:00:00.000,BuildingMaintenance,67202,4480.72
LH-4458,2013-03-01 00:00:00.000,BuildingMaintenance,67202,4876.18
LH-4458,2013-04-01 00:00:00.000,BuildingMaintenance,67202,5653.53
LH-4458,2013-05-01 00:00:00.000,BuildingMaintenance,67202,5357.09
LH-4458,2013-06-01 00:00:00.000,BuildingMaintenance,67202,6679.29
LH-4458,2013-07-01 00:00:00.000,BuildingMaintenance,67202,6631.71
LH-4458,2013-08-01 00:00:00.000,BuildingMaintenance,67202,7802.37
LH-4458,2013-09-01 00:00:00.000,BuildingMaintenance,67202,6555.11
LH-4458,2013-10-01 00:00:00.000,BuildingMaintenance,67202,6984.55
LH-4458,2013-11-01 00:00:00.000,BuildingMaintenance,67202,5562.61
LH-4458,2013-12-01 00:00:00.000,BuildingMaintenance,67202,2554.9
LH-4458,2013-01-01 00:00:00.000,Utilities,26881,1625.58
LH-4458,2013-02-01 00:00:00.000,Utilities,26881,1792.3
LH-4458,2013-03-01 00:00:00.000,Utilities,26881,1950.49
LH-4458,2013-04-01 00:00:00.000,Utilities,26881,2261.43
LH-4458,2013-05-01 00:00:00.000,Utilities,26881,2142.85
LH-4458,2013-06-01 00:00:00.000,Utilities,26881,2671.73
LH-4458,2013-07-01 00:00:00.000,Utilities,26881,2652.7
LH-4458,2013-08-01 00:00:00.000,Utilities,26881,3120.97
LH-4458,2013-09-01 00:00:00.000,Utilities,26881,2622.06
LH-4458,2013-10-01 00:00:00.000,Utilities,26881,2793.84
LH-4458,2013-11-01 00:00:00.000,Utilities,26881,2225.06
LH-4458,2013-12-01 00:00:00.000,Utilities,26881,1021.97
LH-4458,2013-01-01 00:00:00.000,TaxesAndLicenseFees,268807,16255.66
LH-4458,2013-02-01 00:00:00.000,TaxesAndLicenseFees,268807,17922.81
LH-4458,2013-03-01 00:00:00.000,TaxesAndLicenseFees,268807,19504.65
LH-4458,2013-04-01 00:00:00.000,TaxesAndLicenseFees,268807,22614.04
LH-4458,2013-05-01 00:00:00.000,TaxesAndLicenseFees,268807,21428.29
LH-4458,2013-06-01 00:00:00.000,TaxesAndLicenseFees,268807,26717.04
LH-4458,2013-07-01 00:00:00.000,TaxesAndLicenseFees,268807,26526.75
LH-4458,2013-08-01 00:00:00.000,TaxesAndLicenseFees,268807,31209.38
LH-4458,2013-09-01 00:00:00.000,TaxesAndLicenseFees,268807,26220.35
LH-4458,2013-10-01 00:00:00.000,TaxesAndLicenseFees,268807,27938.11
LH-4458,2013-11-01 00:00:00.000,TaxesAndLicenseFees,268807,22250.35
LH-4458,2013-12-01 00:00:00.000,TaxesAndLicenseFees,268807,10219.57
LH-4458,2013-01-01 00:00:00.000,OtherOperatingExpenses,26881,1625.58
LH-4458,2013-02-01 00:00:00.000,OtherOperatingExpenses,26881,1792.3
LH-4458,2013-03-01 00:00:00.000,OtherOperatingExpenses,26881,1950.49
LH-4458,2013-04-01 00:00:00.000,OtherOperatingExpenses,26881,2261.43
LH-4458,2013-05-01 00:00:00.000,OtherOperatingExpenses,26881,2142.85
LH-4458,2013-06-01 00:00:00.000,OtherOperatingExpenses,26881,2671.73
LH-4458,2013-07-01 00:00:00.000,OtherOperatingExpenses,26881,2652.7
LH-4458,2013-08-01 00:00:00.000,OtherOperatingExpenses,26881,3120.97
LH-4458,2013-09-01 00:00:00.000,OtherOperatingExpenses,26881,2622.06
LH-4458,2013-10-01 00:00:00.000,OtherOperatingExpenses,26881,2793.84
LH-4458,2013-11-01 00:00:00.000,OtherOperatingExpenses,26881,2225.06
LH-4458,2013-12-01 00:00:00.000,OtherOperatingExpenses,26881,1021.97
LH-4458,2014-01-01 00:00:00.000,Payroll,646513,31449.61
LH-4458,2014-02-01 00:00:00.000,Payroll,646513,54455.69
LH-4458,2014-03-01 00:00:00.000,Payroll,646513,47942.11
LH-4458,2014-04-01 00:00:00.000,Payroll,646513,62902.81
LH-4458,2014-05-01 00:00:00.000,Payroll,646513,56301.52
LH-4458,2014-06-01 00:00:00.000,Payroll,646513,58371.68
LH-4458,2014-07-01 00:00:00.000,Payroll,646513,71900.43
LH-4458,2014-08-01 00:00:00.000,Payroll,646513,68796.68
LH-4458,2014-09-01 00:00:00.000,Payroll,646513,67104.39
LH-4458,2014-10-01 00:00:00.000,Payroll,646513,52283.9
LH-4458,2014-11-01 00:00:00.000,Payroll,646513,55867.56
LH-4458,2014-12-01 00:00:00.000,Payroll,646513,19136.63
LH-4458,2014-01-01 00:00:00.000,HealthInsurance,129303,6289.94
LH-4458,2014-02-01 00:00:00.000,HealthInsurance,129303,10891.17
LH-4458,2014-03-01 00:00:00.000,HealthInsurance,129303,9588.45
LH-4458,2014-04-01 00:00:00.000,HealthInsurance,129303,12580.6
LH-4458,2014-05-01 00:00:00.000,HealthInsurance,129303,11260.34
LH-4458,2014-06-01 00:00:00.000,HealthInsurance,129303,11674.37
LH-4458,2014-07-01 00:00:00.000,HealthInsurance,129303,14380.13
LH-4458,2014-08-01 00:00:00.000,HealthInsurance,129303,13759.38
LH-4458,2014-09-01 00:00:00.000,HealthInsurance,129303,13420.92
LH-4458,2014-10-01 00:00:00.000,HealthInsurance,129303,10456.81
LH-4458,2014-11-01 00:00:00.000,HealthInsurance,129303,11173.55
LH-4458,2014-12-01 00:00:00.000,HealthInsurance,129303,3827.34
LH-4458,2014-01-01 00:00:00.000,ContractLabor,114936,5591.06
LH-4458,2014-02-01 00:00:00.000,ContractLabor,114936,9681.04
LH-4458,2014-03-01 00:00:00.000,ContractLabor,114936,8523.07
LH-4458,2014-04-01 00:00:00.000,ContractLabor,114936,11182.76
LH-4458,2014-05-01 00:00:00.000,ContractLabor,114936,10009.19
