OrderNo,OrderDate,Month,PropertyID,ProductID,ProductCategory,ProductName,Quantity,ProductPrice,OrderTotal
1161,6/28/23,Jun-23,1,42,Furnishings,Reading Chair,3,70,210
1162,6/28/23,Jun-23,10,44,Furnishings,Floor Lamp,1,55,55
1163,6/28/23,Jun-23,10,78,Public Areas,Small Area Rug,2,20,40
1164,6/29/23,Jun-23,2,53,Furnishings,Iron,2,20,40
1165,6/29/23,Jun-23,4,27,Office Supplies,Invisible Tape,2,8,16
1166,6/29/23,Jun-23,5,5,Housekeeping,Moisturizer,1,40,40
1167,6/29/23,Jun-23,3,77,Public Areas,Large Area Rug,3,40,120
1168,6/29/23,Jun-23,5,51,Furnishings,Painting,1,85,85
1169,6/29/23,Jun-23,3,6,Housekeeping,Conditioner,2,40,80
1170,6/30/23,Jun-23,8,36,Furnishings,Armoire,1,115,115
1171,6/30/23,Jun-23,1,58,Furnishings,Mirror,1,85,85
1172,6/30/23,Jun-23,2,49,Furnishings,Large Vase,3,27,81
1173,6/30/23,Jun-23,5,46,Furnishings,Safe,3,115,345
1174,6/30/23,Jun-23,7,51,Furnishings,Painting,2,85,170
1175,6/30/23,Jun-23,8,49,Furnishings,Large Vase,1,27,27
1176,6/30/23,Jun-23,9,46,Furnishings,Safe,3,115,345
1177,6/30/23,Jun-23,10,81,Public Areas,Flyer Holder,2,3,6
1178,6/30/23,Jun-23,6,44,Furnishings,Floor Lamp,3,55,165
1179,6/30/23,Jun-23,10,49,Furnishings,Large Vase,3,27,81
1180,6/30/23,Jun-23,8,21,Office Supplies,Printer Paper,1,50,50
1181,07/01/2023,Jul-23,1,94,Public Areas,Monitor,3,70,210
1182,07/01/2023,Jul-23,4,2,Housekeeping,Hand Towel,2,5,10
1183,07/01/2023,Jul-23,1,45,Furnishings,Computer Desk,2,102,204
1184,07/01/2023,Jul-23,9,41,Furnishings,Office Chair,1,85,85
1185,07/02/2023,Jul-23,3,85,Public Areas,Low Chair,1,80,80
1186,07/02/2023,Jul-23,4,5,Housekeeping,Moisturizer,2,40,80
1187,07/02/2023,Jul-23,9,8,Housekeeping,Bath Soap,2,35,70
1188,07/02/2023,Jul-23,10,55,Furnishings,Television,3,200,600
1189,07/03/2023,Jul-23,9,93,Public Areas,Terminal,2,85,170
1190,07/03/2023,Jul-23,10,21,Office Supplies,Printer Paper,3,50,150
1191,07/03/2023,Jul-23,4,59,Maintenance,Screws,2,14,28
1192,07/03/2023,Jul-23,9,30,Office Supplies,Permanent Markers,1,6,6
1193,07/03/2023,Jul-23,2,28,Office Supplies,Staples,1,8,8
1194,07/03/2023,Jul-23,8,56,Furnishings,Telephone,2,38,76
1195,07/04/2023,Jul-23,7,24,Office Supplies,Envelopes (Letter),1,24,24
1196,07/04/2023,Jul-23,8,46,Furnishings,Safe,2,115,230
1197,07/04/2023,Jul-23,8,62,Maintenance,Leaf Blower,2,202,404
1198,07/04/2023,Jul-23,5,13,Housekeeping,Bed Sheet (Double),3,20,60
1199,07/04/2023,Jul-23,10,60,Maintenance,Portable Drill,2,195,390
1200,07/04/2023,Jul-23,6,92,Public Areas,Large Sign,1,20,20
1201,07/04/2023,Jul-23,1,71,Maintenance,Hammer,2,17,34
1202,07/04/2023,Jul-23,2,89,Public Areas,Photograph,3,45,135
1203,07/04/2023,Jul-23,10,57,Furnishings,Wireless Router,3,70,210
1204,07/04/2023,Jul-23,4,45,Furnishings,Computer Desk,2,102,204
1205,07/05/2023,Jul-23,3,75,Public Areas,Small Plant,3,25,75
1206,07/05/2023,Jul-23,6,50,Furnishings,Small Vase,1,33,33
1207,07/05/2023,Jul-23,9,29,Office Supplies,Erasable Markers,2,6,12
1208,07/05/2023,Jul-23,3,93,Public Areas,Terminal,3,85,255
1209,07/05/2023,Jul-23,8,91,Public Areas,Small Sign,2,14,28
1210,07/05/2023,Jul-23,4,75,Public Areas,Small Plant,1,25,25
1211,07/05/2023,Jul-23,4,79,Public Areas,Coffee Table,2,103,206
1212,07/05/2023,Jul-23,9,90,Public Areas,Luggage Cart,1,138,138
1213,07/06/2023,Jul-23,1,78,Public Areas,Small Area Rug,3,20,60
1214,07/06/2023,Jul-23,6,44,Furnishings,Floor Lamp,2,55,110
1215,07/06/2023,Jul-23,9,11,Housekeeping,Shower Cap,1,10,10
1216,07/06/2023,Jul-23,7,71,Maintenance,Hammer,2,17,34
1217,07/06/2023,Jul-23,8,66,Maintenance,Wood Glue,2,21,42
1218,07/07/2023,Jul-23,8,68,Maintenance,Window Screen,1,30,30
1219,07/07/2023,Jul-23,9,84,Public Areas,Tall Chair,1,75,75
1220,07/07/2023,Jul-23,10,53,Furnishings,Iron,1,20,20
1221,07/07/2023,Jul-23,3,21,Office Supplies,Printer Paper,3,50,150
1222,07/07/2023,Jul-23,10,58,Furnishings,Mirror,3,85,255
1223,07/08/2023,Jul-23,1,10,Housekeeping,Toilet Paper,3,19,57
1224,07/08/2023,Jul-23,10,25,Office Supplies,Envelopes (Legal),3,28,84
1225,07/08/2023,Jul-23,9,91,Public Areas,Small Sign,2,14,28
1226,07/08/2023,Jul-23,4,13,Housekeeping,Bed Sheet (Double),1,20,20
1227,07/08/2023,Jul-23,1,31,Office Supplies,Sticky Notes,3,20,60
1228,07/08/2023,Jul-23,10,9,Housekeeping,Tissues,1,14,14
1229,07/08/2023,Jul-23,7,76,Public Areas,Ficus,2,80,160
1230,07/08/2023,Jul-23,5,51,Furnishings,Painting,2,85,170
1231,07/08/2023,Jul-23,7,43,Furnishings,Table Lamp,2,38,76
1232,07/08/2023,Jul-23,7,65,Maintenance,Ladder,3,89,267
1233,07/08/2023,Jul-23,9,64,Maintenance,Gaffer's Tape,3,27,81
1234,07/08/2023,Jul-23,3,44,Furnishings,Floor Lamp,3,55,165
1235,07/08/2023,Jul-23,1,60,Maintenance,Portable Drill,3,195,585
1236,07/09/2023,Jul-23,9,45,Furnishings,Computer Desk,1,102,102
1237,07/09/2023,Jul-23,7,26,Office Supplies,Envelopes (Catalog),2,13,26
1238,07/09/2023,Jul-23,6,43,Furnishings,Table Lamp,1,38,38
1239,07/09/2023,Jul-23,1,43,Furnishings,Table Lamp,1,38,38
1240,07/09/2023,Jul-23,6,20,Office Supplies,Pens,3,30,90
1241,07/09/2023,Jul-23,6,73,Maintenance,Mop,2,15,30
1242,07/09/2023,Jul-23,3,74,Public Areas,Large Plant,2,35,70
1243,07/09/2023,Jul-23,2,61,Maintenance,Tape Measure,2,8,16
1244,07/10/2023,Jul-23,2,47,Furnishings,Swivel Chair,2,75,150
1245,07/10/2023,Jul-23,10,50,Furnishings,Small Vase,1,33,33
1246,07/10/2023,Jul-23,10,67,Maintenance,Adjustable Wrench,2,10,20
1247,07/10/2023,Jul-23,3,5,Housekeeping,Moisturizer,2,40,80
1248,07/10/2023,Jul-23,7,91,Public Areas,Small Sign,1,14,14
1249,07/10/2023,Jul-23,4,47,Furnishings,Swivel Chair,2,75,150
1250,07/10/2023,Jul-23,8,12,Housekeeping,Bed Sheet (King),3,29,87
1251,07/10/2023,Jul-23,3,57,Furnishings,Wireless Router,3,70,210
1252,07/10/2023,Jul-23,9,47,Furnishings,Swivel Chair,2,75,150
1253,07/10/2023,Jul-23,4,69,Maintenance,Door Knob,2,41,82
1254,07/10/2023,Jul-23,7,10,Housekeeping,Toilet Paper,2,19,38
1255,07/10/2023,Jul-23,4,63,Maintenance,Duct Tape,2,27,54
1256,07/10/2023,Jul-23,5,59,Maintenance,Screws,1,14,14
1257,07/11/2023,Jul-23,2,48,Furnishings,Side Table,2,40,80
1258,07/11/2023,Jul-23,10,57,Furnishings,Wireless Router,2,70,140
1259,07/11/2023,Jul-23,6,62,Maintenance,Leaf Blower,2,202,404
1260,07/11/2023,Jul-23,7,46,Furnishings,Safe,3,115,345
1261,07/11/2023,Jul-23,2,60,Maintenance,Portable Drill,1,195,195
1262,07/11/2023,Jul-23,1,23,Office Supplies,Printer Toner,2,85,170
1263,07/11/2023,Jul-23,1,1,Housekeeping,Large Towel,3,9,27
1264,07/11/2023,Jul-23,9,70,Maintenance,Door Lock,2,117,234
1265,07/11/2023,Jul-23,8,10,Housekeeping,Toilet Paper,3,19,57
1266,07/11/2023,Jul-23,7,68,Maintenance,Window Screen,3,30,90
1267,07/11/2023,Jul-23,9,71,Maintenance,Hammer,1,17,17
1268,07/12/2023,Jul-23,7,86,Public Areas,Sofa,1,215,215
1269,07/12/2023,Jul-23,6,70,Maintenance,Door Lock,1,117,117
1270,07/12/2023,Jul-23,1,93,Public Areas,Terminal,2,85,170
1271,07/12/2023,Jul-23,10,43,Furnishings,Table Lamp,2,38,76
1272,07/12/2023,Jul-23,9,58,Furnishings,Mirror,3,85,255
1273,07/12/2023,Jul-23,8,42,Furnishings,Reading Chair,1,70,70
1274,07/12/2023,Jul-23,4,94,Public Areas,Monitor,1,70,70
1275,7/13/23,Jul-23,9,77,Public Areas,Large Area Rug,3,40,120
1276,7/13/23,Jul-23,4,24,Office Supplies,Envelopes (Letter),3,24,72
1277,7/13/23,Jul-23,4,87,Public Areas,End Table,1,30,30
1278,7/13/23,Jul-23,10,79,Public Areas,Coffee Table,1,103,103
1279,7/13/23,Jul-23,6,19,Housekeeping,Light Bulb,3,17,51
1280,7/13/23,Jul-23,3,3,Housekeeping,Washcloth,1,3,3
1281,7/13/23,Jul-23,6,21,Office Supplies,Printer Paper,2,50,100
1282,7/13/23,Jul-23,7,72,Maintenance,Nails,2,12,24
1283,7/13/23,Jul-23,7,29,Office Supplies,Erasable Markers,3,6,18
1284,7/13/23,Jul-23,1,6,Housekeeping,Conditioner,3,40,120
1285,7/14/23,Jul-23,2,14,Housekeeping,Pillowcase,2,15,30
1286,7/14/23,Jul-23,2,3,Housekeeping,Washcloth,2,3,6
1287,7/14/23,Jul-23,1,39,Furnishings,Alarm Clock,1,45,45
1288,7/14/23,Jul-23,1,77,Public Areas,Large Area Rug,3,40,120
1289,7/14/23,Jul-23,10,88,Public Areas,Serving Tray,1,6,6
1290,7/14/23,Jul-23,4,44,Furnishings,Floor Lamp,3,55,165
1291,7/14/23,Jul-23,5,70,Maintenance,Door Lock,1,117,117
1292,7/14/23,Jul-23,9,8,Housekeeping,Bath Soap,1,35,35
1293,7/14/23,Jul-23,7,64,Maintenance,Gaffer's Tape,3,27,81
1294,7/15/23,Jul-23,10,34,Furnishings,Shower Curtain,1,5,5
1295,7/15/23,Jul-23,3,83,Public Areas,Bar Stool,1,60,60
1296,7/15/23,Jul-23,4,3,Housekeeping,Washcloth,2,3,6
1297,7/15/23,Jul-23,7,20,Office Supplies,Pens,3,30,90
1298,7/15/23,Jul-23,9,81,Public Areas,Flyer Holder,3,3,9
1299,7/15/23,Jul-23,6,89,Public Areas,Photograph,3,45,135
1300,7/16/23,Jul-23,2,34,Furnishings,Shower Curtain,2,5,10
1301,7/16/23,Jul-23,10,91,Public Areas,Small Sign,2,14,28
1302,7/16/23,Jul-23,9,4,Housekeeping,Shampoo,1,40,40
1303,7/16/23,Jul-23,4,32,Office Supplies,Note Pads,2,14,28
1304,7/16/23,Jul-23,10,1,Housekeeping,Large Towel,2,9,18
1305,7/17/23,Jul-23,10,13,Housekeeping,Bed Sheet (Double),1,20,20
1306,7/17/23,Jul-23,8,6,Housekeeping,Conditioner,1,40,40
1307,7/17/23,Jul-23,1,63,Maintenance,Duct Tape,2,27,54
1308,7/17/23,Jul-23,1,40,Furnishings,Coffee Maker,3,119,357
1309,7/17/23,Jul-23,8,5,Housekeeping,Moisturizer,3,40,120
1310,7/17/23,Jul-23,6,39,Furnishings,Alarm Clock,2,45,90
1311,7/18/23,Jul-23,9,62,Maintenance,Leaf Blower,2,202,404
1312,7/18/23,Jul-23,4,1,Housekeeping,Large Towel,1,9,9
1313,7/18/23,Jul-23,2,57,Furnishings,Wireless Router,1,70,70
1314,7/18/23,Jul-23,5,26,Office Supplies,Envelopes (Catalog),2,13,26
1315,7/18/23,Jul-23,1,84,Public Areas,Tall Chair,2,75,150
1316,7/18/23,Jul-23,8,60,Maintenance,Portable Drill,2,195,390
1317,7/18/23,Jul-23,1,47,Furnishings,Swivel Chair,1,75,75
1318,7/19/23,Jul-23,7,45,Furnishings,Computer Desk,1,102,102
1319,7/19/23,Jul-23,3,9,Housekeeping,Tissues,3,14,42
1320,7/19/23,Jul-23,10,3,Housekeeping,Washcloth,2,3,6
1321,7/19/23,Jul-23,7,31,Office Supplies,Sticky Notes,3,20,60
1322,7/19/23,Jul-23,9,32,Office Supplies,Note Pads,1,14,14
1323,7/19/23,Jul-23,9,48,Furnishings,Side Table,3,40,120
1324,7/19/23,Jul-23,9,62,Maintenance,Leaf Blower,3,202,606
1325,7/19/23,Jul-23,9,35,Furnishings,Tissue Box,1,25,25
1326,7/19/23,Jul-23,1,34,Furnishings,Shower Curtain,3,5,15
1327,7/19/23,Jul-23,6,2,Housekeeping,Hand Towel,2,5,10
1328,7/20/23,Jul-23,5,21,Office Supplies,Printer Paper,3,50,150
1329,7/20/23,Jul-23,2,29,Office Supplies,Erasable Markers,2,6,12
1330,7/20/23,Jul-23,10,13,Housekeeping,Bed Sheet (Double),1,20,20
1331,7/20/23,Jul-23,9,12,Housekeeping,Bed Sheet (King),3,29,87
1332,7/21/23,Jul-23,8,83,Public Areas,Bar Stool,2,60,120
1333,7/21/23,Jul-23,7,31,Office Supplies,Sticky Notes,3,20,60
1334,7/21/23,Jul-23,4,32,Office Supplies,Note Pads,1,14,14
1335,7/21/23,Jul-23,6,38,Furnishings,Bed (Double),1,250,250
1336,7/21/23,Jul-23,4,22,Office Supplies,Paper Clips,1,3,3
1337,7/21/23,Jul-23,10,87,Public Areas,End Table,2,30,60
1338,7/21/23,Jul-23,1,26,Office Supplies,Envelopes (Catalog),2,13,26
1339,7/21/23,Jul-23,1,22,Office Supplies,Paper Clips,1,3,3
1340,7/21/23,Jul-23,10,54,Furnishings,Chest of Drawers,1,150,150
1341,7/21/23,Jul-23,1,24,Office Supplies,Envelopes (Letter),1,24,24
1342,7/22/23,Jul-23,3,33,Furnishings,Towel Rack,3,10,30
1343,7/22/23,Jul-23,9,49,Furnishings,Large Vase,3,27,81
1344,7/22/23,Jul-23,3,19,Housekeeping,Light Bulb,3,17,51
1345,7/22/23,Jul-23,6,2,Housekeeping,Hand Towel,1,5,5
1346,7/22/23,Jul-23,9,29,Office Supplies,Erasable Markers,3,6,18
1347,7/22/23,Jul-23,5,87,Public Areas,End Table,3,30,90
1348,7/22/23,Jul-23,10,42,Furnishings,Reading Chair,2,70,140
1349,7/22/23,Jul-23,3,50,Furnishings,Small Vase,1,33,33
1350,7/22/23,Jul-23,4,82,Public Areas,Business Cards,1,60,60
1351,7/23/23,Jul-23,1,76,Public Areas,Ficus,2,80,160
1352,7/23/23,Jul-23,10,19,Housekeeping,Light Bulb,3,17,51
1353,7/23/23,Jul-23,3,89,Public Areas,Photograph,2,45,90
1354,7/23/23,Jul-23,1,11,Housekeeping,Shower Cap,3,10,30
1355,7/23/23,Jul-23,2,56,Furnishings,Telephone,2,38,76
1356,7/23/23,Jul-23,6,59,Maintenance,Screws,3,14,42
1357,7/23/23,Jul-23,7,94,Public Areas,Monitor,2,70,140
1358,7/23/23,Jul-23,4,41,Furnishings,Office Chair,3,85,255
1359,7/23/23,Jul-23,10,44,Furnishings,Floor Lamp,3,55,165
1360,7/23/23,Jul-23,5,17,Housekeeping,Clothes Hanger,1,18,18
1361,7/24/23,Jul-23,5,17,Housekeeping,Clothes Hanger,1,18,18
1362,7/24/23,Jul-23,7,24,Office Supplies,Envelopes (Letter),1,24,24
1363,7/24/23,Jul-23,10,1,Housekeeping,Large Towel,1,9,9
1364,7/24/23,Jul-23,2,94,Public Areas,Monitor,3,70,210
1365,7/24/23,Jul-23,4,63,Maintenance,Duct Tape,1,27,27
1366,7/24/23,Jul-23,1,87,Public Areas,End Table,2,30,60
1367,7/25/23,Jul-23,5,6,Housekeeping,Conditioner,2,40,80
1368,7/25/23,Jul-23,3,50,Furnishings,Small Vase,2,33,66
1369,7/25/23,Jul-23,1,65,Maintenance,Ladder,1,89,89
1370,7/25/23,Jul-23,3,57,Furnishings,Wireless Router,3,70,210
1371,7/25/23,Jul-23,7,15,Housekeeping,Drinking Glass,2,24,48
1372,7/25/23,Jul-23,5,84,Public Areas,Tall Chair,2,75,150
1373,7/25/23,Jul-23,8,65,Maintenance,Ladder,3,89,267
1374,7/25/23,Jul-23,3,87,Public Areas,End Table,3,30,90
1375,7/25/23,Jul-23,4,18,Housekeeping,Coffee Cup,1,24,24
1376,7/25/23,Jul-23,4,85,Public Areas,Low Chair,1,80,80
1377,7/26/23,Jul-23,5,19,Housekeeping,Light Bulb,3,17,51
1378,7/26/23,Jul-23,7,94,Public Areas,Monitor,3,70,210
1379,7/26/23,Jul-23,6,54,Furnishings,Chest of Drawers,2,150,300
1380,7/26/23,Jul-23,2,62,Maintenance,Leaf Blower,1,202,202
1381,7/26/23,Jul-23,5,14,Housekeeping,Pillowcase,2,15,30
1382,7/26/23,Jul-23,9,1,Housekeeping,Large Towel,2,9,18
1383,7/26/23,Jul-23,9,47,Furnishings,Swivel Chair,3,75,225
1384,7/26/23,Jul-23,9,64,Maintenance,Gaffer's Tape,3,27,81
1385,7/27/23,Jul-23,10,40,Furnishings,Coffee Maker,3,119,357
1386,7/27/23,Jul-23,6,94,Public Areas,Monitor,2,70,140
1387,7/27/23,Jul-23,2,25,Office Supplies,Envelopes (Legal),2,28,56
1388,7/27/23,Jul-23,9,70,Maintenance,Door Lock,2,117,234
1389,7/27/23,Jul-23,1,28,Office Supplies,Staples,1,8,8
1390,7/27/23,Jul-23,2,5,Housekeeping,Moisturizer,3,40,120
1391,7/27/23,Jul-23,3,42,Furnishings,Reading Chair,3,70,210
1392,7/27/23,Jul-23,3,21,Office Supplies,Printer Paper,2,50,100
1393,7/27/23,Jul-23,9,49,Furnishings,Large Vase,1,27,27
1394,7/28/23,Jul-23,9,53,Furnishings,Iron,2,20,40
1395,7/28/23,Jul-23,6,58,Furnishings,Mirror,1,85,85
1396,7/28/23,Jul-23,1,77,Public Areas,Large Area Rug,3,40,120
1397,7/29/23,Jul-23,3,52,Furnishings,Ironing Board,1,18,18
1398,7/29/23,Jul-23,10,65,Maintenance,Ladder,2,89,178
1399,7/29/23,Jul-23,7,36,Furnishings,Armoire,1,115,115
1400,7/29/23,Jul-23,7,84,Public Areas,Tall Chair,3,75,225
1401,7/29/23,Jul-23,4,81,Public Areas,Flyer Holder,1,3,3
1402,7/29/23,Jul-23,1,84,Public Areas,Tall Chair,3,75,225
1403,7/29/23,Jul-23,6,17,Housekeeping,Clothes Hanger,2,18,36
1404,7/29/23,Jul-23,3,51,Furnishings,Painting,2,85,170
1405,7/30/23,Jul-23,3,52,Furnishings,Ironing Board,1,18,18
1406,7/30/23,Jul-23,9,78,Public Areas,Small Area Rug,3,20,60
1407,7/30/23,Jul-23,4,45,Furnishings,Computer Desk,1,102,102
1408,7/30/23,Jul-23,1,49,Furnishings,Large Vase,3,27,81
1409,7/30/23,Jul-23,2,90,Public Areas,Luggage Cart,2,138,276
1410,7/30/23,Jul-23,4,21,Office Supplies,Printer Paper,1,50,50
1411,7/30/23,Jul-23,4,30,Office Supplies,Permanent Markers,3,6,18
1412,7/30/23,Jul-23,3,79,Public Areas,Coffee Table,1,103,103
1413,7/31/23,Jul-23,8,82,Public Areas,Business Cards,3,60,180
1414,7/31/23,Jul-23,4,15,Housekeeping,Drinking Glass,1,24,24
1415,7/31/23,Jul-23,1,51,Furnishings,Painting,3,85,255
1416,7/31/23,Jul-23,2,88,Public Areas,Serving Tray,1,6,6
1417,7/31/23,Jul-23,10,68,Maintenance,Window Screen,1,30,30
1418,08/01/2023,Aug-23,6,78,Public Areas,Small Area Rug,3,20,60
1419,08/01/2023,Aug-23,3,65,Maintenance,Ladder,3,89,267
1420,08/01/2023,Aug-23,10,17,Housekeeping,Clothes Hanger,2,18,36
1421,08/01/2023,Aug-23,10,59,Maintenance,Screws,2,14,28
1422,08/01/2023,Aug-23,4,20,Office Supplies,Pens,1,30,30
1423,08/01/2023,Aug-23,6,32,Office Supplies,Note Pads,2,14,28
1424,08/01/2023,Aug-23,3,54,Furnishings,Chest of Drawers,3,150,450
1425,08/02/2023,Aug-23,6,92,Public Areas,Large Sign,2,20,40
1426,08/02/2023,Aug-23,6,75,Public Areas,Small Plant,2,25,50
1427,08/03/2023,Aug-23,7,70,Maintenance,Door Lock,1,117,117
1428,08/03/2023,Aug-23,7,91,Public Areas,Small Sign,3,14,42
1429,08/03/2023,Aug-23,9,27,Office Supplies,Invisible Tape,2,8,16
1430,08/03/2023,Aug-23,7,74,Public Areas,Large Plant,3,35,105
1431,08/03/2023,Aug-23,3,19,Housekeeping,Light Bulb,2,17,34
1432,08/04/2023,Aug-23,6,31,Office Supplies,Sticky Notes,1,20,20
1433,08/04/2023,Aug-23,5,11,Housekeeping,Shower Cap,2,10,20
1434,08/04/2023,Aug-23,6,5,Housekeeping,Moisturizer,1,40,40
1435,08/04/2023,Aug-23,5,70,Maintenance,Door Lock,2,117,234
1436,08/04/2023,Aug-23,10,58,Furnishings,Mirror,2,85,170
1437,08/05/2023,Aug-23,1,16,Housekeeping,Mouthwash,1,40,40
1438,08/05/2023,Aug-23,1,18,Housekeeping,Coffee Cup,1,24,24
1439,08/05/2023,Aug-23,3,79,Public Areas,Coffee Table,3,103,309
1440,08/05/2023,Aug-23,10,29,Office Supplies,Erasable Markers,3,6,18
1441,08/05/2023,Aug-23,6,87,Public Areas,End Table,2,30,60
1442,08/05/2023,Aug-23,6,72,Maintenance,Nails,2,12,24
1443,08/05/2023,Aug-23,10,29,Office Supplies,Erasable Markers,1,6,6
1444,08/05/2023,Aug-23,8,90,Public Areas,Luggage Cart,3,138,414
1445,08/05/2023,Aug-23,9,87,Public Areas,End Table,1,30,30
1446,08/06/2023,Aug-23,6,15,Housekeeping,Drinking Glass,1,24,24
1447,08/06/2023,Aug-23,1,91,Public Areas,Small Sign,3,14,42
1448,08/06/2023,Aug-23,4,12,Housekeeping,Bed Sheet (King),1,29,29
1449,08/06/2023,Aug-23,8,31,Office Supplies,Sticky Notes,3,20,60
1450,08/06/2023,Aug-23,10,61,Maintenance,Tape Measure,2,8,16
1451,08/06/2023,Aug-23,7,41,Furnishings,Office Chair,3,85,255
1452,08/06/2023,Aug-23,10,27,Office Supplies,Invisible Tape,3,8,24
1453,08/06/2023,Aug-23,9,70,Maintenance,Door Lock,1,117,117
1454,08/07/2023,Aug-23,4,52,Furnishings,Ironing Board,2,18,36
1455,08/07/2023,Aug-23,10,4,Housekeeping,Shampoo,3,40,120
1456,08/07/2023,Aug-23,7,49,Furnishings,Large Vase,3,27,81
1457,08/07/2023,Aug-23,1,16,Housekeeping,Mouthwash,1,40,40
1458,08/08/2023,Aug-23,3,8,Housekeeping,Bath Soap,3,35,105
1459,08/08/2023,Aug-23,2,38,Furnishings,Bed (Double),1,250,250
1460,08/08/2023,Aug-23,9,47,Furnishings,Swivel Chair,2,75,150
1461,08/08/2023,Aug-23,5,3,Housekeeping,Washcloth,3,3,9
1462,08/08/2023,Aug-23,2,20,Office Supplies,Pens,2,30,60
1463,08/08/2023,Aug-23,5,66,Maintenance,Wood Glue,2,21,42
1464,08/08/2023,Aug-23,3,54,Furnishings,Chest of Drawers,3,150,450
1465,08/08/2023,Aug-23,4,68,Maintenance,Window Screen,1,30,30
1466,08/09/2023,Aug-23,10,10,Housekeeping,Toilet Paper,2,19,38
1467,08/09/2023,Aug-23,2,55,Furnishings,Television,2,200,400
1468,08/09/2023,Aug-23,8,45,Furnishings,Computer Desk,3,102,306
1469,08/09/2023,Aug-23,5,79,Public Areas,Coffee Table,3,103,309
1470,08/09/2023,Aug-23,8,10,Housekeeping,Toilet Paper,1,19,19
1471,08/10/2023,Aug-23,10,39,Furnishings,Alarm Clock,1,45,45
1472,08/10/2023,Aug-23,2,69,Maintenance,Door Knob,2,41,82
1473,08/10/2023,Aug-23,1,1,Housekeeping,Large Towel,2,9,18
1474,08/10/2023,Aug-23,7,87,Public Areas,End Table,1,30,30
1475,08/10/2023,Aug-23,4,52,Furnishings,Ironing Board,1,18,18
1476,08/10/2023,Aug-23,8,2,Housekeeping,Hand Towel,3,5,15
1477,08/10/2023,Aug-23,10,18,Housekeeping,Coffee Cup,3,24,72
1478,08/10/2023,Aug-23,3,84,Public Areas,Tall Chair,2,75,150
1479,08/10/2023,Aug-23,6,55,Furnishings,Television,1,200,200
1480,08/10/2023,Aug-23,5,70,Maintenance,Door Lock,1,117,117
1481,08/11/2023,Aug-23,4,15,Housekeeping,Drinking Glass,1,24,24
1482,08/11/2023,Aug-23,9,49,Furnishings,Large Vase,3,27,81
1483,08/11/2023,Aug-23,2,79,Public Areas,Coffee Table,1,103,103
1484,08/11/2023,Aug-23,7,28,Office Supplies,Staples,3,8,24
1485,08/11/2023,Aug-23,3,8,Housekeeping,Bath Soap,2,35,70
1486,08/11/2023,Aug-23,10,5,Housekeeping,Moisturizer,3,40,120
1487,08/11/2023,Aug-23,3,83,Public Areas,Bar Stool,2,60,120
1488,08/11/2023,Aug-23,6,54,Furnishings,Chest of Drawers,2,150,300
1489,08/11/2023,Aug-23,6,65,Maintenance,Ladder,2,89,178
1490,08/11/2023,Aug-23,9,75,Public Areas,Small Plant,1,25,25
1491,08/11/2023,Aug-23,4,65,Maintenance,Ladder,1,89,89
1492,08/12/2023,Aug-23,8,21,Office Supplies,Printer Paper,1,50,50
1493,08/12/2023,Aug-23,3,3,Housekeeping,Washcloth,3,3,9
1494,08/12/2023,Aug-23,6,54,Furnishings,Chest of Drawers,2,150,300
1495,08/12/2023,Aug-23,9,76,Public Areas,Ficus,1,80,80
1496,08/12/2023,Aug-23,6,38,Furnishings,Bed (Double),3,250,750
1497,08/12/2023,Aug-23,7,77,Public Areas,Large Area Rug,1,40,40
1498,08/12/2023,Aug-23,8,60,Maintenance,Portable Drill,2,195,390
1499,08/12/2023,Aug-23,6,33,Furnishings,Towel Rack,2,10,20
1500,08/12/2023,Aug-23,10,59,Maintenance,Screws,2,14,28
1501,08/12/2023,Aug-23,7,78,Public Areas,Small Area Rug,1,20,20
1502,08/12/2023,Aug-23,1,54,Furnishings,Chest of Drawers,1,150,150
1503,8/13/23,Aug-23,6,50,Furnishings,Small Vase,3,33,99
1504,8/13/23,Aug-23,5,82,Public Areas,Business Cards,3,60,180
1505,8/13/23,Aug-23,1,45,Furnishings,Computer Desk,1,102,102
1506,8/13/23,Aug-23,7,40,Furnishings,Coffee Maker,3,119,357
1507,8/13/23,Aug-23,2,30,Office Supplies,Permanent Markers,3,6,18
1508,8/13/23,Aug-23,4,86,Public Areas,Sofa,2,215,430
1509,8/13/23,Aug-23,7,53,Furnishings,Iron,3,20,60
1510,8/13/23,Aug-23,2,19,Housekeeping,Light Bulb,3,17,51
1511,8/13/23,Aug-23,1,4,Housekeeping,Shampoo,3,40,120
1512,8/13/23,Aug-23,5,30,Office Supplies,Permanent Markers,2,6,12
1513,8/14/23,Aug-23,10,53,Furnishings,Iron,1,20,20
1514,8/14/23,Aug-23,9,55,Furnishings,Television,2,200,400
1515,8/14/23,Aug-23,4,16,Housekeeping,Mouthwash,1,40,40
1516,8/14/23,Aug-23,1,11,Housekeeping,Shower Cap,2,10,20
1517,8/14/23,Aug-23,3,82,Public Areas,Business Cards,3,60,180
1518,8/14/23,Aug-23,4,78,Public Areas,Small Area Rug,2,20,40
1519,8/14/23,Aug-23,1,7,Housekeeping,Hand Soap,3,35,105
1520,8/14/23,Aug-23,8,72,Maintenance,Nails,3,12,36
1521,8/14/23,Aug-23,8,78,Public Areas,Small Area Rug,1,20,20
1522,8/15/23,Aug-23,9,52,Furnishings,Ironing Board,2,18,36
