DateKey,HotelKey,RevenueTypeKey,CurrentBookingsGBP,ForecastedGBP,AnticipatedRevenueGBP
20161201,6,2,2513.23,15079.35,17592.58
20100101,6,2,10899.81,3814.93,14714.74
20100201,6,2,8944.37,3130.53,12074.9
20100301,6,2,10884.68,3809.64,14694.31
20100401,6,2,5272.21,13180.51,18452.72
20100501,6,2,5517.15,13792.87,19310.02
20100601,6,2,5565.25,13913.12,19478.37
20100701,6,2,3681.54,18407.68,22089.22
20100801,6,2,4012.76,20063.79,24076.55
20100901,6,2,4079.28,20396.39,24475.66
20101001,6,2,2184.78,13108.66,15293.44
20101101,6,2,2404.85,14429.08,16833.93
20101201,6,2,2691.46,16148.79,18840.25
20110101,6,2,12922.13,4522.74,17444.87
20110201,6,2,11482.2,4018.77,15500.96
20110301,6,2,10815.5,3785.43,14600.93
20110401,6,2,4992.85,12482.13,17474.99
20110501,6,2,5648.84,14122.09,19770.92
20110601,6,2,5513.83,13784.56,19298.39
20110701,6,2,3573.09,17865.43,21438.51
20110801,6,2,4350.17,21750.83,26101
20110901,6,2,4572.64,22863.21,27435.86
20111001,6,2,2880.85,17285.11,20165.97
20111101,6,2,2364.72,14188.33,16553.05
20111201,6,2,2424.2,14545.17,16969.37
20150101,5,2,11439.98,4003.99,15443.98
20150201,5,2,9769.44,3419.3,13188.75
20150301,5,2,12382.94,4334.03,16716.97
20150401,5,2,5754.31,14385.77,20140.08
20150501,5,2,5722.18,14305.44,20027.62
20150601,5,2,4675.03,11687.57,16362.6
20150701,5,2,3996.01,19980.04,23976.05
20150801,5,2,4413.8,22068.98,26482.77
20150901,5,2,3642.25,18211.25,21853.5
20151001,5,2,2654.11,15924.66,18578.77
20151101,5,2,2132.73,12796.35,14929.08
20151201,5,2,2755.71,16534.25,19289.96
20130101,5,2,9813.84,3434.85,13248.69
20130201,5,2,9576.93,3351.93,12928.85
20130301,5,2,12867.6,4503.66,17371.26
20130401,5,2,3967.02,9917.56,13884.59
20130501,5,2,5904.69,14761.73,20666.43
20130601,5,2,5529.6,13824.01,19353.62
20130701,5,2,3867.47,19337.33,23204.8
20130801,5,2,4494.97,22474.85,26969.83
20130901,5,2,4231.85,21159.23,25391.08
20131001,5,2,2745.29,16471.74,19217.03
20131101,5,2,2426.57,14559.41,16985.98
20131201,5,2,2495.6,14973.62,17469.22
20140101,5,2,12484.4,4369.54,16853.94
20140201,5,2,12180.97,4263.34,16444.31
20140301,5,2,10710.15,3748.55,14458.7
20140401,5,2,6184.76,15461.89,21646.65
20140501,5,2,5958.46,14896.15,20854.61
20140601,5,2,5425.35,13563.36,18988.71
20140701,5,2,4394.91,21974.57,26369.48
20140801,5,2,4080.88,20404.38,24485.25
20140901,5,2,4460.47,22302.33,26762.79
20141001,5,2,2581.8,15490.82,18072.63
20141101,5,2,2547.89,15287.32,17835.2
20141201,5,2,2537.53,15225.19,17762.72
20120101,5,2,10209.2,3573.22,13782.42
20120201,5,2,11026.54,3859.29,14885.83
20120301,5,2,9063.15,3172.1,12235.25
20120401,5,2,5192.98,12982.44,18175.42
20120501,5,2,5580.64,13951.59,19532.23
20120601,5,2,5718.41,14296.03,20014.45
20120701,5,2,3909.65,19548.24,23457.88
20120801,5,2,3930.53,19652.63,23583.15
20120901,5,2,3942.8,19714,23656.8
20121001,5,2,2124.11,12744.64,14868.75
20121101,5,2,2663.3,15979.79,18643.09
20121201,5,2,2427.86,14567.18,16995.04
20090101,5,2,11632.27,4071.3,15703.57
20090201,5,2,11727.65,4104.68,15832.33
20090301,5,2,11213.98,3924.89,15138.88
20090401,5,2,3320.79,8301.98,11622.77
20090501,5,2,5354.33,13385.83,18740.17
20090601,5,2,4321,10802.5,15123.5
20090701,5,2,4256.93,21284.63,25541.55
20090801,5,2,4183.01,20915.07,25098.08
20090901,5,2,4003.74,20018.72,24022.47
20091001,5,2,2503.53,15021.18,17524.71
20091101,5,2,2890.52,17343.1,20233.61
20091201,5,2,1808.95,10853.72,12662.67
20160101,5,2,9924.62,3473.62,13398.23
20160201,5,2,12150.47,4252.67,16403.14
20160301,5,2,11212.39,3924.33,15136.72
20160401,5,2,5695.55,14238.88,19934.44
20160501,5,2,4112.24,10280.59,14392.83
20160601,5,2,5439.44,13598.59,19038.03
20160701,5,2,4239.58,21197.9,25437.48
20160801,5,2,4130.28,20651.42,24781.71
20160901,5,2,4236.79,21183.96,25420.76
20161001,5,2,2715.07,16290.43,19005.5
20161101,5,2,2704.15,16224.88,18929.03
20161201,5,2,1624.95,9749.71,11374.66
20100101,5,2,11837.6,4143.16,15980.76
20100201,5,2,9453.52,3308.73,12762.26
20100301,5,2,9074.2,3175.97,12250.16
20100401,5,2,6178.35,15445.89,21624.24
20100501,5,2,5748.74,14371.84,20120.58
20100601,5,2,5648.51,14121.28,19769.79
20100701,5,2,3901.47,19507.37,23408.85
20100801,5,2,3556.37,17781.85,21338.22
20100901,5,2,3974.47,19872.33,23846.79
20101001,5,2,2388.29,14329.72,16718.01
20101101,5,2,2982.43,17894.58,20877.01
20101201,5,2,2138.48,12830.85,14969.33
20110101,5,2,11877.64,4157.17,16034.81
20110201,5,2,11574.17,4050.96,15625.13
20110301,5,2,10474.52,3666.08,14140.6
20110401,5,2,5155.13,12887.83,18042.96
20110501,5,2,4795.79,11989.48,16785.28
20110601,5,2,5660.8,14152,19812.8
20110701,5,2,3912.22,19561.09,23473.31
20110801,5,2,4395.72,21978.62,26374.35
20110901,5,2,3916.03,19580.14,23496.17
20111001,5,2,2676.9,16061.39,18738.28
20111101,5,2,2105.53,12633.2,14738.74
20111201,5,2,2263.36,13580.13,15843.49
20150101,4,2,11709.25,4098.24,15807.48
20150201,4,2,10528.11,3684.84,14212.94
20150301,4,2,9674.06,3385.92,13059.98
20150401,4,2,5564.11,13910.27,19474.38
20150501,4,2,5016.07,12540.18,17556.26
20150601,4,2,4463.23,11158.08,15621.31
20150701,4,2,4414.34,22071.72,26486.07
20150801,4,2,3556.53,17782.67,21339.2
20150901,4,2,3380.6,16903.01,20283.61
20151001,4,2,2454.35,14726.11,17180.46
20151101,4,2,2172.42,13034.53,15206.95
20151201,4,2,2360.09,14160.52,16520.6
20130101,4,2,10900.35,3815.12,14715.47
20130201,4,2,11095.1,3883.28,14978.38
20130301,4,2,10894.68,3813.14,14707.82
20130401,4,2,4467.24,11168.1,15635.34
20130501,4,2,4222.79,10556.98,14779.77
20130601,4,2,4222.85,10557.13,14779.98
20130701,4,2,3771.89,18859.46,22631.36
20130801,4,2,3987.76,19938.82,23926.58
20130901,4,2,4296.62,21483.11,25779.73
20131001,4,2,2353.94,14123.61,16477.55
20131101,4,2,2220.36,13322.16,15542.52
20131201,4,2,2400.48,14402.91,16803.39
20140101,4,2,9585.16,3354.81,12939.96
20140201,4,2,10260.31,3591.11,13851.41
20140301,4,2,11495.61,4023.46,15519.07
20140401,4,2,5508.59,13771.48,19280.07
20140501,4,2,4709.34,11773.36,16482.7
20140601,4,2,5603.29,14008.22,19611.51
20140701,4,2,3673.32,18366.62,22039.95
20140801,4,2,4066.86,20334.28,24401.14
20140901,4,2,4095.67,20478.34,24574.01
20141001,4,2,2805.63,16833.79,19639.42
20141101,4,2,2078.86,12473.13,14551.99
20141201,4,2,2527.32,15163.93,17691.26
20120101,4,2,8604.95,3011.73,11616.68
20120201,4,2,10761.74,3766.61,14528.35
20120301,4,2,8057.76,2820.22,10877.98
20120401,4,2,6232.69,15581.72,21814.41
20120501,4,2,4345.66,10864.15,15209.81
20120601,4,2,5508.02,13770.06,19278.08
20120701,4,2,4219.2,21095.98,25315.17
20120801,4,2,4152.69,20763.44,24916.13
20120901,4,2,3874.82,19374.11,23248.94
20121001,4,2,2504.32,15025.91,17530.23
20121101,4,2,2328.94,13973.63,16302.57
20121201,4,2,1520.25,9121.51,10641.77
20090101,4,2,9861.85,3451.65,13313.5
20090201,4,2,10782.8,3773.98,14556.78
20090301,4,2,10126.85,3544.4,13671.24
20090401,4,2,5165.17,12912.91,18078.08
20090501,4,2,4818.84,12047.1,16865.94
20090601,4,2,4962.97,12407.42,17370.38
20090701,4,2,4048.25,20241.23,24289.47
20090801,4,2,3501.91,17509.55,21011.46
20090901,4,2,4401.32,22006.61,26407.94
20091001,4,2,2139.03,12834.15,14973.18
20091101,4,2,2105.34,12632.02,14737.36
20091201,4,2,2876.89,17261.37,20138.26
20160101,4,2,12490.38,4371.63,16862.02
20160201,4,2,10964.05,3837.42,14801.47
20160301,4,2,9750.68,3412.74,13163.41
20160401,4,2,4587.61,11469.02,16056.63
20160501,4,2,4238.69,10596.72,14835.4
20160601,4,2,5722.55,14306.36,20028.91
20160701,4,2,4422.99,22114.96,26537.95
20160801,4,2,3849.42,19247.11,23096.53
20160901,4,2,4196.6,20983.02,25179.63
20161001,4,2,2587.95,15527.67,18115.62
20161101,4,2,2265.8,13594.78,15860.58
20161201,4,2,2951.32,17707.95,20659.27
20100101,4,2,8444.03,2955.41,11399.44
20100201,4,2,11011.3,3853.96,14865.26
20100301,4,2,11630.41,4070.64,15701.05
20100401,4,2,4171.71,10429.26,14600.97
20100501,4,2,5800.31,14500.76,20301.07
20100601,4,2,5104.32,12760.8,17865.13
20100701,4,2,4092.35,20461.74,24554.09
20100801,4,2,3413.87,17069.33,20483.2
20100901,4,2,3784.28,18921.38,22705.66
20101001,4,2,2557.02,15342.11,17899.13
20101101,4,2,2344.32,14065.92,16410.24
20101201,4,2,2236,13416.02,15652.02
20110101,4,2,9877.3,3457.06,13334.36
20110201,4,2,10855.9,3799.57,14655.47
20110301,4,2,8474.52,2966.08,11440.61
20110401,4,2,5197.94,12994.85,18192.79
20110501,4,2,5239,13097.51,18336.51
20110601,4,2,5605.92,14014.81,19620.73
20110701,4,2,4968.44,24842.2,29810.64
20110801,4,2,3693.28,18466.38,22159.66
20110901,4,2,4267.83,21339.15,25606.98
20111001,4,2,2382.47,14294.8,16677.26
20111101,4,2,2625.68,15754.05,18379.73
20111201,4,2,1998.91,11993.49,13992.4
20150101,3,2,11026.52,3859.28,14885.8
20150201,3,2,11108.59,3888.01,14996.59
20150301,3,2,11260.25,3941.09,15201.34
20150401,3,2,4853.09,12132.73,16985.82
20150501,3,2,5345.39,13363.49,18708.88
20150601,3,2,5058.66,12646.65,17705.31
20150701,3,2,4404,22019.99,26423.99
20150801,3,2,4116.18,20580.89,24697.07
20150901,3,2,4794.74,23973.69,28768.43
20151001,3,2,2092.92,12557.52,14650.44
20151101,3,2,2584.07,15504.4,18088.46
20151201,3,2,2214.79,13288.75,15503.55
20130101,3,2,12174.22,4260.98,16435.2
20130201,3,2,9594.69,3358.14,12952.83
20130301,3,2,10005.32,3501.86,13507.19
20130401,3,2,5654.72,14136.8,19791.52
20130501,3,2,4889.03,12222.59,17111.62
20130601,3,2,5462.1,13655.24,19117.34
20130701,3,2,3991.15,19955.76,23946.91
20130801,3,2,4833.2,24166,28999.2
20130901,3,2,4131.7,20658.51,24790.21
20131001,3,2,2619.12,15714.72,18333.83
20131101,3,2,2521.77,15130.65,17652.42
20131201,3,2,1913.61,11481.69,13395.3
20140101,3,2,10542.53,3689.88,14232.41
20140201,3,2,10923.13,3823.1,14746.23
20140301,3,2,10144.26,3550.49,13694.76
20140401,3,2,5690.3,14225.76,19916.06
20140501,3,2,5256.31,13140.77,18397.08
20140601,3,2,4626.32,11565.8,16192.12
20140701,3,2,3977.24,19886.18,23863.42
20140801,3,2,4068.47,20342.34,24410.8
20140901,3,2,4082.17,20410.83,24493
20141001,3,2,2125.33,12752.01,14877.34
20141101,3,2,2428.65,14571.92,17000.57
20141201,3,2,1579.35,9476.08,11055.43
20120101,3,2,12376.52,4331.78,16708.3
20120201,3,2,10659.97,3730.99,14390.97
20120301,3,2,12719.24,4451.74,17170.98
20120401,3,2,5385.82,13464.54,18850.35
20120501,3,2,5544.36,13860.9,19405.26
20120601,3,2,6047.53,15118.83,21166.37
20120701,3,2,4169.73,20848.67,25018.41
20120801,3,2,3533.63,17668.17,21201.81
20120901,3,2,3720.03,18600.16,22320.19
20121001,3,2,2563.6,15381.59,17945.19
20121101,3,2,2918.8,17512.8,20431.6
20121201,3,2,2378.83,14273,16651.83
20090101,3,2,11115.65,3890.48,15006.12
20090201,3,2,10309.57,3608.35,13917.92
20090301,3,2,12908.82,4518.09,17426.9
20090401,3,2,5176.79,12941.99,18118.78
20090501,3,2,5079.84,12699.59,17779.42
20090601,3,2,5726.21,14315.54,20041.75
20090701,3,2,3624.11,18120.56,21744.67
20090801,3,2,3676.49,18382.46,22058.95
20090901,3,2,4124.91,20624.57,24749.48
20091001,3,2,2133.86,12803.19,14937.05
20091101,3,2,2428.24,14569.45,16997.69
20091201,3,2,3222.56,19335.35,22557.91
20160101,3,2,9112.11,3189.24,12301.35
20160201,3,2,10518.59,3681.51,14200.1
20160301,3,2,11620.42,4067.15,15687.57
20160401,3,2,5809.28,14523.2,20332.48
20160501,3,2,6004.68,15011.7,21016.39
20160601,3,2,5410.41,13526.03,18936.45
20160701,3,2,4055.32,20276.59,24331.91
20160801,3,2,4259.7,21298.5,25558.19
20160901,3,2,3981.79,19908.97,23890.77
20161001,3,2,2203.99,13223.95,15427.94
20161101,3,2,2373.73,14242.37,16616.1
20161201,3,2,2523.49,15140.92,17664.41
20100101,3,2,8816.37,3085.73,11902.1
20100201,3,2,11505.74,4027.01,15532.75
20100301,3,2,11929.42,4175.3,16104.72
20100401,3,2,4780.28,11950.71,16731
20100501,3,2,5153.17,12882.92,18036.09
20100601,3,2,5484.98,13712.46,19197.44
20100701,3,2,4133.15,20665.76,24798.91
20100801,3,2,3949.43,19747.15,23696.58
20100901,3,2,4180.05,20900.26,25080.31
20101001,3,2,2812.92,16877.52,19690.44
20101101,3,2,2309.41,13856.47,16165.88
20101201,3,2,2498.98,14993.86,17492.84
20110101,3,2,8453.23,2958.63,11411.86
20110201,3,2,11666.96,4083.44,15750.4
20110301,3,2,10613.24,3714.64,14327.88
20110401,3,2,5999.88,14999.69,20999.57
20110501,3,2,5374.38,13435.94,18810.32
20110601,3,2,4861.11,12152.77,17013.88
20110701,3,2,4170.12,20850.62,25020.75
20110801,3,2,4366.17,21830.83,26196.99
20110901,3,2,4486.5,22432.48,26918.97
20111001,3,2,2402.87,14417.25,16820.12
20111101,3,2,2493.66,14961.98,17455.64
20111201,3,2,2613.54,15681.27,18294.81
20150101,2,2,9580.53,3353.19,12933.72
20150201,2,2,11951.13,4182.9,16134.03
20150301,2,2,12061.07,4221.38,16282.45
20150401,2,2,4812.53,12031.32,16843.85
20150501,2,2,4439.43,11098.59,15538.02
20150601,2,2,5205.8,13014.49,18220.29
20150701,2,2,3606.28,18031.4,21637.68
20150801,2,2,3779.76,18898.8,22678.56
20150901,2,2,4362.22,21811.12,26173.34
20151001,2,2,2536.89,15221.33,17758.22
20151101,2,2,2633.98,15803.91,18437.89
20151201,2,2,2435.39,14612.35,17047.75
20130101,2,2,11674.22,4085.98,15760.2
20130201,2,2,10827.68,3789.69,14617.37
20130301,2,2,10122.12,3542.74,13664.87
20130401,2,2,4634.61,11586.52,16221.12
20130501,2,2,6248.71,15621.78,21870.49
20130601,2,2,5639.61,14099.03,19738.64
20130701,2,2,4161.88,20809.42,24971.31
20130801,2,2,4327.06,21635.32,25962.38
20130901,2,2,4296.71,21483.53,25780.24
20131001,2,2,2373.29,14239.72,16613
20131101,2,2,2503.55,15021.3,17524.85
20131201,2,2,2186.09,13116.53,15302.62
20140101,2,2,12040.78,4214.27,16255.06
20140201,2,2,11047.16,3866.51,14913.67
20140301,2,2,8815.98,3085.59,11901.57
20140401,2,2,4759.28,11898.19,16657.46
20140501,2,2,5173.61,12934.02,18107.63
20140601,2,2,5466.25,13665.62,19131.87
20140701,2,2,4455.79,22278.97,26734.77
20140801,2,2,4299.85,21499.25,25799.1
20140901,2,2,4350.39,21751.96,26102.35
20141001,2,2,1970.48,11822.9,13793.39
20141101,2,2,2591.12,15546.74,18137.86
20141201,2,2,2133.82,12802.92,14936.73
20120101,2,2,12209.17,4273.21,16482.39
20120201,2,2,10733.96,3756.89,14490.84
20120301,2,2,12769.65,4469.38,17239.03
20120401,2,2,5187.39,12968.48,18155.87
20120501,2,2,5741.1,14352.76,20093.86
20120601,2,2,5074.94,12687.36,17762.3
20120701,2,2,3745,18724.98,22469.97
20120801,2,2,3731.35,18656.75,22388.11
20120901,2,2,4252.42,21262.1,25514.52
20121001,2,2,2116.08,12696.48,14812.55
20121101,2,2,2456.61,14739.69,17196.3
20121201,2,2,2686.23,16117.36,18803.59
20090101,2,2,13046.48,4566.27,17612.75
20090201,2,2,11850.45,4147.66,15998.11
20090301,2,2,11863.97,4152.39,16016.37
20090401,2,2,6020.25,15050.62,21070.86
20090501,2,2,5172.8,12932,18104.8
20090601,2,2,5741.56,14353.89,20095.44
20090701,2,2,3782.72,18913.6,22696.32
20090801,2,2,4068.1,20340.52,24408.62
20090901,2,2,3892.28,19461.38,23353.66
20091001,2,2,2645.76,15874.53,18520.29
20091101,2,2,1950.57,11703.43,13654
20091201,2,2,2956.92,17741.53,20698.45
20160101,2,2,11971.83,4190.14,16161.97
20160201,2,2,10161.97,3556.69,13718.66
20160301,2,2,11580.87,4053.3,15634.17
20160401,2,2,4279.75,10699.36,14979.11
20160501,2,2,5991.18,14977.94,20969.12
20160601,2,2,4944.07,12360.18,17304.25
20160701,2,2,3524.92,17624.58,21149.5
20160801,2,2,4196.28,20981.4,25177.68
20160901,2,2,4331.29,21656.47,25987.76
20161001,2,2,2542.75,15256.47,17799.22
20161101,2,2,2527.89,15167.34,17695.23
20161201,2,2,2691.82,16150.91,18842.72
20100101,2,2,13352.55,4673.39,18025.95
20100201,2,2,11178.77,3912.57,15091.34
20100301,2,2,12713.02,4449.56,17162.58
20100401,2,2,4782.23,11955.57,16737.79
20100501,2,2,4404.02,11010.05,15414.07
20100601,2,2,4640.27,11600.68,16240.95
20100701,2,2,4229.54,21147.72,25377.26
20100801,2,2,3923.17,19615.85,23539.01
20100901,2,2,4308.12,21540.62,25848.75
20101001,2,2,2449.47,14696.83,17146.3
20101101,2,2,2324.99,13949.95,16274.94
20101201,2,2,2155.9,12935.41,15091.31
20110101,2,2,14186.16,4965.16,19151.32
20110201,2,2,10392.94,3637.53,14030.47
20110301,2,2,11807.67,4132.68,15940.35
20110401,2,2,5717.43,14293.57,20011
20110501,2,2,5726.29,14315.73,20042.02
20110601,2,2,5386.37,13465.93,18852.3
20110701,2,2,3759.91,18799.57,22559.49
20110801,2,2,4014.92,20074.61,24089.53
20110901,2,2,3815.06,19075.32,22890.39
20111001,2,2,2437.5,14624.97,17062.47
20111101,2,2,2499.82,14998.94,17498.76
20111201,2,2,2107.3,12643.8,14751.1
20150101,1,2,8257.27,2890.05,11147.32
20150201,1,2,10432.51,3651.38,14083.89
20150301,1,2,11404.96,3991.73,15396.69
20150401,1,2,5008.9,12522.25,17531.14
20150501,1,2,4734.55,11836.38,16570.93
20150601,1,2,5476.77,13691.93,19168.71
20150701,1,2,3753.24,18766.19,22519.43
20150801,1,2,3960.38,19801.91,23762.29
20150901,1,2,4609.8,23048.98,27658.78
20151001,1,2,2089.3,12535.82,14625.13
20151101,1,2,2372.27,14233.61,16605.87
20151201,1,2,1848.31,11089.89,12938.2
20130101,1,2,9548.14,3341.85,12889.99
20130201,1,2,8296.17,2903.66,11199.82
20130301,1,2,10802.86,3781,14583.86
20130401,1,2,6212.68,15531.69,21744.36
20130501,1,2,5070.34,12675.85,17746.19
20130601,1,2,4745.46,11863.65,16609.1
20130701,1,2,4430.6,22152.98,26583.57
20130801,1,2,3798.93,18994.63,22793.56
20130901,1,2,4243.69,21218.47,25462.16
20131001,1,2,2068.93,12413.59,14482.53
20131101,1,2,2034.03,12204.19,14238.22
20131201,1,2,2048.18,12289.06,14337.23
20140101,1,2,11230.75,3930.76,15161.52
20140201,1,2,10332.87,3616.51,13949.38
20140301,1,2,12596.86,4408.9,17005.76
20140401,1,2,5502.22,13755.56,19257.78
20140501,1,2,4810.54,12026.34,16836.88
20140601,1,2,5192.07,12980.18,18172.26
20140701,1,2,4405.29,22026.44,26431.72
20140801,1,2,3953.42,19767.09,23720.5
20140901,1,2,3968.14,19840.68,23808.82
20141001,1,2,2882.33,17293.98,20176.31
20141101,1,2,2518.54,15111.25,17629.8
20141201,1,2,1830.74,10984.44,12815.18
20120101,1,2,10539.94,3688.98,14228.93
20120201,1,2,10281.93,3598.67,13880.6
20120301,1,2,10928.36,3824.92,14753.28
20120401,1,2,4328.69,10821.73,15150.42
20120501,1,2,5193.79,12984.47,18178.25
20120601,1,2,5322.12,13305.29,18627.4
20120701,1,2,4059.77,20298.87,24358.64
20120801,1,2,4538.8,22693.98,27232.78
20120901,1,2,4372.42,21862.1,26234.52
20121001,1,2,2564.87,15389.24,17954.12
20121101,1,2,2296.01,13776.06,16072.08
20121201,1,2,3222.17,19333.04,22555.21
20090101,1,2,11624.64,4068.62,15693.26
20090201,1,2,9731.1,3405.89,13136.99
20090301,1,2,11619.66,4066.88,15686.54
20090401,1,2,4729.07,11822.69,16551.76
20090501,1,2,4994.66,12486.64,17481.29
20090601,1,2,5638.63,14096.56,19735.19
20090701,1,2,3957.99,19789.95,23747.94
20090801,1,2,4405.24,22026.18,26431.42
20090901,1,2,4068.79,20343.94,24412.73
20091001,1,2,2311.41,13868.49,16179.9
20091101,1,2,2347.08,14082.45,16429.53
20091201,1,2,3185.38,19112.27,22297.65
20160101,1,2,9101.94,3185.68,12287.62
20160201,1,2,11872.34,4155.32,16027.66
20160301,1,2,9957.7,3485.19,13442.89
20160401,1,2,4741.04,11852.59,16593.62
20160501,1,2,5612.11,14030.27,19642.38
20160601,1,2,4267.58,10668.95,14936.54
20160701,1,2,4000.85,20004.23,24005.07
20160801,1,2,3716.18,18580.88,22297.06
20160901,1,2,4609.67,23048.37,27658.05
20161001,1,2,2670,16019.98,18689.98
20161101,1,2,1821.01,10926.06,12747.07
20161201,1,2,2600.98,15605.88,18206.86
20100101,1,2,10252.53,3588.39,13840.92
20100201,1,2,9947.42,3481.6,13429.01
20100301,1,2,11079.41,3877.79,14957.21
20100401,1,2,5250.13,13125.33,18375.47
20100501,1,2,4912.58,12281.44,17194.01
20100601,1,2,5189.34,12973.34,18162.68
20100701,1,2,4036.55,20182.77,24219.32
20100801,1,2,4991.85,24959.24,29951.09
20100901,1,2,3684.57,18422.86,22107.44
20101001,1,2,2180.11,13080.65,15260.76
20101101,1,2,2343.79,14062.75,16406.54
20101201,1,2,2242.48,13454.91,15697.39
20110101,1,2,13357.24,4675.03,18032.28
20110201,1,2,9969.29,3489.25,13458.54
20110301,1,2,11340.93,3969.33,15310.26
20110401,1,2,5249.31,13123.29,18372.6
20110501,1,2,5268.6,13171.49,18440.09
20110601,1,2,5228.35,13070.87,18299.22
20110701,1,2,3652.35,18261.77,21914.12
20110801,1,2,3760.52,18802.61,22563.13
20110901,1,2,3943.75,19718.75,23662.5
20111001,1,2,2411.91,14471.47,16883.39
20111101,1,2,2518.45,15110.7,17629.15
20111201,1,2,1982.03,11892.2,13874.23
20150101,1,3,4766.73,1668.36,6435.09
20150201,1,3,6022.45,2107.86,8130.31
20150301,1,3,6583.82,2304.34,8888.16
20150401,1,3,2891.52,7228.8,10120.33
20150501,1,3,2733.15,6832.87,9566.02
20150601,1,3,3161.62,7904.04,11065.65
20150701,1,3,2166.66,10833.29,12999.95
20150801,1,3,2286.24,11431.19,13717.42
20150901,1,3,2661.13,13305.65,15966.78
20151001,1,3,1206.11,7236.64,8442.75
20151101,1,3,1369.46,8216.73,9586.19
20151201,1,3,1066.99,6401.94,7468.93
20130101,1,3,5511.92,1929.17,7441.1
20130201,1,3,4789.19,1676.21,6465.4
20130301,1,3,6236.24,2182.68,8418.93
20130401,1,3,3586.43,8966.09,12552.52
20130501,1,3,2926.99,7317.48,10244.47
20130601,1,3,2739.44,6848.61,9588.05
20130701,1,3,2557.68,12788.4,15346.08
20130801,1,3,2193.03,10965.16,13158.2
20130901,1,3,2449.79,12248.93,14698.72
20131001,1,3,1194.35,7166.08,8360.43
20131101,1,3,1174.2,7045.2,8219.4
20131201,1,3,1182.37,7094.19,8276.56
20140101,1,3,6483.26,2269.14,8752.39
20140201,1,3,5964.93,2087.73,8052.66
20140301,1,3,7271.88,2545.16,9817.04
20140401,1,3,3176.31,7940.77,11117.07
20140501,1,3,2777.01,6942.53,9719.54
20140601,1,3,2997.26,7493.16,10490.43
20140701,1,3,2543.07,12715.36,15258.43
20140801,1,3,2282.22,11411.08,13693.3
20140901,1,3,2290.71,11453.57,13744.29
20141001,1,3,1663.9,9983.42,11647.32
20141101,1,3,1453.9,8723.38,10177.28
20141201,1,3,1056.84,6341.06,7397.91
20120101,1,3,6084.47,2129.56,8214.03
20120201,1,3,5935.52,2077.43,8012.95
20120301,1,3,6308.69,2208.04,8516.73
20120401,1,3,2498.85,6247.13,8745.99
20120501,1,3,2998.25,7495.63,10493.89
20120601,1,3,3072.33,7680.84,10753.17
20120701,1,3,2343.61,11718.07,14061.69
20120801,1,3,2620.14,13100.71,15720.86
20120901,1,3,2524.1,12620.49,15144.59
20121001,1,3,1480.64,8883.86,10364.5
20121101,1,3,1325.43,7952.61,9278.04
20121201,1,3,1860.09,11160.52,13020.6
20090101,1,3,6710.64,2348.72,9059.36
20090201,1,3,5617.54,1966.14,7583.68
20090301,1,3,6707.76,2347.72,9055.48
20090401,1,3,2729.99,6824.97,9554.95
20090501,1,3,2883.3,7208.25,10091.55
20090601,1,3,3255.05,8137.62,11392.67
20090701,1,3,2284.86,11424.28,13709.14
20090801,1,3,2543.04,12715.21,15258.25
20090901,1,3,2348.82,11744.09,14092.91
20091001,1,3,1334.33,8005.96,9340.29
20091101,1,3,1354.91,8129.48,9484.39
20091201,1,3,1838.85,11033.08,12871.92
20160101,1,3,5254.34,1839.02,7093.36
20160201,1,3,6853.63,2398.77,9252.4
20160301,1,3,5748.35,2011.92,7760.27
20160401,1,3,2736.89,6842.23,9579.12
20160501,1,3,3239.74,8099.35,11339.1
20160601,1,3,2463.58,6158.94,8622.52
20160701,1,3,2309.6,11547.98,13857.58
20160801,1,3,2145.26,10726.31,12871.58
20160901,1,3,2661.06,13305.29,15966.35
20161001,1,3,1541.33,9247.97,10789.3
20161101,1,3,1051.23,6307.36,7358.59
20161201,1,3,1501.49,9008.92,10510.4
20100101,1,3,5918.55,2071.49,7990.04
20100201,1,3,5742.41,2009.85,7752.26
20100301,1,3,6395.89,2238.56,8634.45
20100401,1,3,3030.78,7576.95,10607.74
20100501,1,3,2835.92,7089.79,9925.71
20100601,1,3,2995.68,7489.21,10484.9
20100701,1,3,2330.21,11651.05,13981.26
20100801,1,3,2881.68,14408.4,17290.07
20100901,1,3,2127.02,10635.1,12762.11
20101001,1,3,1258.53,7551.16,8809.68
20101101,1,3,1353.02,8118.1,9471.12
20101201,1,3,1294.53,7767.21,9061.74
20110101,1,3,7710.83,2698.79,10409.62
20110201,1,3,5755.04,2014.27,7769.31
20110301,1,3,6546.86,2291.4,8838.26
20110401,1,3,3030.31,7575.77,10606.08
20110501,1,3,3041.44,7603.6,10645.04
20110601,1,3,3018.21,7545.51,10563.72
20110701,1,3,2108.42,10542.1,12650.52
20110801,1,3,2170.86,10854.31,13025.17
20110901,1,3,2276.64,11383.18,13659.82
20111001,1,3,1392.34,8354.05,9746.39
20111101,1,3,1453.84,8723.06,10176.9
20111201,1,3,1144.18,6865.09,8009.28
20150101,2,3,5530.62,1935.72,7466.34
20150201,2,3,6899.11,2414.69,9313.8
20150301,2,3,6962.58,2436.9,9399.48
20150401,2,3,2778.16,6945.41,9723.57
20150501,2,3,2562.78,6406.96,8969.74
20150601,2,3,3005.19,7512.97,10518.16
