DateKey,HotelKey,ExpenseCategoryKey,ManagerKey,MonthlyAmountGBP,AnnualAmountGBP
20140401,9,10,-1,25490.66,286124
20140501,9,10,-1,20324.36,286124
20140601,9,10,-1,33685.11,286124
20140701,9,10,-1,27248.63,286124
20140801,9,10,-1,30661.1,286124
20140901,9,10,-1,25060.51,286124
20141001,9,10,-1,24132.71,286124
20141101,9,10,-1,25278.92,286124
20141201,9,10,-1,13137.96,286124
20140101,9,7,-1,1733.82,28612
20140201,9,7,-1,2516.62,28612
20140301,9,7,-1,1859.87,28612
20140401,9,7,-1,2549.03,28612
20140501,9,7,-1,2032.41,28612
20140601,9,7,-1,3368.46,28612
20140701,9,7,-1,2724.82,28612
20140801,9,7,-1,3066.07,28612
20140901,9,7,-1,2506.02,28612
20141001,9,7,-1,2413.24,28612
20141101,9,7,-1,2527.86,28612
20141201,9,7,-1,1313.78,28612
20150101,9,8,-1,35457.7,666245
20150201,9,8,-1,47801.46,666245
20150301,9,8,-1,57161.74,666245
20150401,9,8,-1,59694.45,666245
20150101,9,6,-1,7091.54,133249
20150201,9,6,-1,9560.29,133249
20150301,9,6,-1,11432.35,133249
20150401,9,6,-1,11938.89,133249
20150101,9,3,-1,6303.61,118444
20150201,9,3,-1,8498.07,118444
20150301,9,3,-1,10162.13,118444
20150401,9,3,-1,10612.39,118444
20150101,9,5,-1,1575.9,29611
20150201,9,5,-1,2124.52,29611
20150301,9,5,-1,2540.53,29611
20150401,9,5,-1,2653.1,29611
20150101,9,9,-1,3151.81,59222
20150201,9,9,-1,4249.03,59222
20150301,9,9,-1,5081.06,59222
20150401,9,9,-1,5306.19,59222
20150101,9,2,-1,787.93,14805
20150201,9,2,-1,1062.22,14805
20150301,9,2,-1,1270.22,14805
20150401,9,2,-1,1326.5,14805
20150101,9,4,-1,1575.9,29611
20150201,9,4,-1,2124.52,29611
20150301,9,4,-1,2540.53,29611
20150401,9,4,-1,2653.1,29611
20150101,9,1,-1,3939.73,74027
20150201,9,1,-1,5311.26,74027
20150301,9,1,-1,6351.29,74027
20150401,9,1,-1,6632.7,74027
20150101,9,11,-1,1575.9,29611
20150201,9,11,-1,2124.52,29611
20150301,9,11,-1,2540.53,29611
20150401,9,11,-1,2653.1,29611
20150101,9,10,-1,15758.98,296109
20150201,9,10,-1,21245.1,296109
20150301,9,10,-1,25405.23,296109
20150401,9,10,-1,26530.88,296109
20150101,9,7,-1,1575.9,29611
20150201,9,7,-1,2124.52,29611
20150301,9,7,-1,2540.53,29611
20150401,9,7,-1,2653.1,29611
20090101,8,8,-1,31773.97,566438
20090201,8,8,-1,46374.55,566438
20090301,8,8,-1,37115.89,566438
20090401,8,8,-1,54053.8,566438
20090501,8,8,-1,46089.11,566438
20090601,8,8,-1,55078.65,566438
20090701,8,8,-1,67761.56,566438
20090801,8,8,-1,53646.75,566438
20090901,8,8,-1,55854.56,566438
20091001,8,8,-1,53789.72,566438
20091101,8,8,-1,46853.59,566438
20091201,8,8,-1,18045.85,566438
20090101,8,6,-1,6354.82,113288
20090201,8,6,-1,9274.94,113288
20090301,8,6,-1,7423.2,113288
20090401,8,6,-1,10810.8,113288
20090501,8,6,-1,9217.85,113288
20090601,8,6,-1,11015.77,113288
20090701,8,6,-1,13552.36,113288
20090801,8,6,-1,10729.39,113288
20090901,8,6,-1,11170.95,113288
20091001,8,6,-1,10757.98,113288
20091101,8,6,-1,9370.75,113288
20091201,8,6,-1,3609.18,113288
20090101,8,3,-1,7262.59,129471
20090201,8,3,-1,10599.85,129471
20090301,8,3,-1,8483.6,129471
20090401,8,3,-1,12355.1,129471
20090501,8,3,-1,10534.61,129471
20090601,8,3,-1,12589.35,129471
20090701,8,3,-1,15488.29,129471
20090801,8,3,-1,12262.06,129471
20090901,8,3,-1,12766.7,129471
20091001,8,3,-1,12294.74,129471
20091101,8,3,-1,10709.35,129471
20091201,8,3,-1,4124.75,129471
20090101,8,5,-1,3631.32,64736
20090201,8,5,-1,5299.97,64736
20090301,8,5,-1,4241.83,64736
20090401,8,5,-1,6177.6,64736
20090501,8,5,-1,5267.35,64736
20090601,8,5,-1,6294.73,64736
20090701,8,5,-1,7744.21,64736
20090801,8,5,-1,6131.08,64736
20090901,8,5,-1,6383.4,64736
20091001,8,5,-1,6147.42,64736
20091101,8,5,-1,5354.71,64736
20091201,8,5,-1,2062.39,64736
20090101,8,9,-1,7262.59,129471
20090201,8,9,-1,10599.85,129471
20090301,8,9,-1,8483.6,129471
20090401,8,9,-1,12355.1,129471
20090501,8,9,-1,10534.61,129471
20090601,8,9,-1,12589.35,129471
20090701,8,9,-1,15488.29,129471
20090801,8,9,-1,12262.06,129471
20090901,8,9,-1,12766.7,129471
20091001,8,9,-1,12294.74,129471
20091101,8,9,-1,10709.35,129471
20091201,8,9,-1,4124.75,129471
20090101,8,2,-1,907.83,16184
20090201,8,2,-1,1324.99,16184
20090301,8,2,-1,1060.46,16184
20090401,8,2,-1,1544.4,16184
20090501,8,2,-1,1316.84,16184
20090601,8,2,-1,1573.68,16184
20090701,8,2,-1,1936.05,16184
20090801,8,2,-1,1532.77,16184
20090901,8,2,-1,1595.85,16184
20091001,8,2,-1,1536.85,16184
20091101,8,2,-1,1338.68,16184
20091201,8,2,-1,515.6,16184
20090101,8,4,-1,1815.66,32368
20090201,8,4,-1,2649.98,32368
20090301,8,4,-1,2120.92,32368
20090401,8,4,-1,3088.8,32368
20090501,8,4,-1,2633.67,32368
20090601,8,4,-1,3147.36,32368
20090701,8,4,-1,3872.1,32368
20090801,8,4,-1,3065.54,32368
20090901,8,4,-1,3191.7,32368
20091001,8,4,-1,3073.71,32368
20091101,8,4,-1,2677.36,32368
20091201,8,4,-1,1031.2,32368
20090101,8,1,-1,7262.59,129471
20090201,8,1,-1,10599.85,129471
20090301,8,1,-1,8483.6,129471
20090401,8,1,-1,12355.1,129471
20090501,8,1,-1,10534.61,129471
20090601,8,1,-1,12589.35,129471
20090701,8,1,-1,15488.29,129471
20090801,8,1,-1,12262.06,129471
20090901,8,1,-1,12766.7,129471
20091001,8,1,-1,12294.74,129471
20091101,8,1,-1,10709.35,129471
20091201,8,1,-1,4124.75,129471
20090101,8,11,-1,4539.15,80920
20090201,8,11,-1,6624.96,80920
20090301,8,11,-1,5302.29,80920
20090401,8,11,-1,7722,80920
20090501,8,11,-1,6584.18,80920
20090601,8,11,-1,7868.41,80920
20090701,8,11,-1,9680.26,80920
20090801,8,11,-1,7663.85,80920
20090901,8,11,-1,7979.25,80920
20091001,8,11,-1,7684.27,80920
20091101,8,11,-1,6693.39,80920
20091201,8,11,-1,2577.99,80920
20090101,8,10,-1,18156.56,323679
20090201,8,10,-1,26499.75,323679
20090301,8,10,-1,21209.09,323679
20090401,8,10,-1,30887.9,323679
20090501,8,10,-1,26336.65,323679
20090601,8,10,-1,31473.53,323679
20090701,8,10,-1,38720.91,323679
20090801,8,10,-1,30655.3,323679
20090901,8,10,-1,31916.91,323679
20091001,8,10,-1,30737,323679
20091101,8,10,-1,26773.49,323679
20091201,8,10,-1,10311.92,323679
20090101,8,7,-1,1815.66,32368
20090201,8,7,-1,2649.98,32368
20090301,8,7,-1,2120.92,32368
20090401,8,7,-1,3088.8,32368
20090501,8,7,-1,2633.67,32368
20090601,8,7,-1,3147.36,32368
20090701,8,7,-1,3872.1,32368
20090801,8,7,-1,3065.54,32368
20090901,8,7,-1,3191.7,32368
20091001,8,7,-1,3073.71,32368
20091101,8,7,-1,2677.36,32368
20091201,8,7,-1,1031.2,32368
20100101,8,8,-1,26884.78,503783
20100201,8,8,-1,41996.31,503783
20100301,8,8,-1,38611.08,503783
20100401,8,8,-1,41155.59,503783
20100501,8,8,-1,48456.13,503783
20100601,8,8,-1,48311.13,503783
20100701,8,8,-1,54487.91,503783
20100801,8,8,-1,46059.05,503783
20100901,8,8,-1,43214.71,503783
20101001,8,8,-1,40504.27,503783
20101101,8,8,-1,44793.84,503783
20101201,8,8,-1,29308.2,503783
20100101,8,6,-1,5376.98,100757
20100201,8,6,-1,8399.3,100757
20100301,8,6,-1,7722.25,100757
20100401,8,6,-1,8231.15,100757
20100501,8,6,-1,9691.27,100757
20100601,8,6,-1,9662.26,100757
20100701,8,6,-1,10897.63,100757
20100801,8,6,-1,9211.85,100757
20100901,8,6,-1,8642.98,100757
20101001,8,6,-1,8100.89,100757
20101101,8,6,-1,8958.8,100757
20101201,8,6,-1,5861.66,100757
20100101,8,3,-1,6145.07,115150
20100201,8,3,-1,9599.12,115150
20100301,8,3,-1,8825.36,115150
20100401,8,3,-1,9406.96,115150
20100501,8,3,-1,11075.65,115150
20100601,8,3,-1,11042.51,115150
20100701,8,3,-1,12454.34,115150
20100801,8,3,-1,10527.75,115150
20100901,8,3,-1,9877.61,115150
20101001,8,3,-1,9258.09,115150
20101101,8,3,-1,10238.56,115150
20101201,8,3,-1,6698.99,115150
20100101,8,5,-1,3072.54,57575
20100201,8,5,-1,4799.56,57575
20100301,8,5,-1,4412.68,57575
20100401,8,5,-1,4703.48,57575
20100501,8,5,-1,5537.82,57575
20100601,8,5,-1,5521.25,57575
20100701,8,5,-1,6227.17,57575
20100801,8,5,-1,5263.87,57575
20100901,8,5,-1,4938.81,57575
20101001,8,5,-1,4629.04,57575
20101101,8,5,-1,5119.28,57575
20101201,8,5,-1,3349.5,57575
20100101,8,9,-1,6145.07,115150
20100201,8,9,-1,9599.12,115150
20100301,8,9,-1,8825.36,115150
20100401,8,9,-1,9406.96,115150
20100501,8,9,-1,11075.65,115150
20100601,8,9,-1,11042.51,115150
20100701,8,9,-1,12454.34,115150
20100801,8,9,-1,10527.75,115150
20100901,8,9,-1,9877.61,115150
20101001,8,9,-1,9258.09,115150
20101101,8,9,-1,10238.56,115150
20101201,8,9,-1,6698.99,115150
20100101,8,2,-1,768.15,14394
20100201,8,2,-1,1199.91,14394
20100301,8,2,-1,1103.19,14394
20100401,8,2,-1,1175.89,14394
20100501,8,2,-1,1384.48,14394
20100601,8,2,-1,1380.34,14394
20100701,8,2,-1,1556.82,14394
20100801,8,2,-1,1315.99,14394
20100901,8,2,-1,1234.72,14394
20101001,8,2,-1,1157.28,14394
20101101,8,2,-1,1279.84,14394
20101201,8,2,-1,837.39,14394
20100101,8,4,-1,1536.29,28788
20100201,8,4,-1,2399.82,28788
20100301,8,4,-1,2206.38,28788
20100401,8,4,-1,2351.78,28788
20100501,8,4,-1,2768.96,28788
20100601,8,4,-1,2760.67,28788
20100701,8,4,-1,3113.64,28788
20100801,8,4,-1,2631.98,28788
20100901,8,4,-1,2469.45,28788
20101001,8,4,-1,2314.56,28788
20101101,8,4,-1,2559.68,28788
20101201,8,4,-1,1674.78,28788
20100101,8,1,-1,6145.07,115150
20100201,8,1,-1,9599.12,115150
20100301,8,1,-1,8825.36,115150
20100401,8,1,-1,9406.96,115150
20100501,8,1,-1,11075.65,115150
20100601,8,1,-1,11042.51,115150
20100701,8,1,-1,12454.34,115150
20100801,8,1,-1,10527.75,115150
20100901,8,1,-1,9877.61,115150
20101001,8,1,-1,9258.09,115150
20101101,8,1,-1,10238.56,115150
20101201,8,1,-1,6698.99,115150
20100101,8,11,-1,3840.68,71969
20100201,8,11,-1,5999.47,71969
20100301,8,11,-1,5515.87,71969
20100401,8,11,-1,5879.37,71969
20100501,8,11,-1,6922.3,71969
20100601,8,11,-1,6901.59,71969
20100701,8,11,-1,7783.99,71969
20100801,8,11,-1,6579.86,71969
20100901,8,11,-1,6173.53,71969
20101001,8,11,-1,5786.32,71969
20101101,8,11,-1,6399.12,71969
20101201,8,11,-1,4186.89,71969
20100101,8,10,-1,15362.73,287876
20100201,8,10,-1,23997.89,287876
20100301,8,10,-1,22063.47,287876
20100401,8,10,-1,23517.48,287876
20100501,8,10,-1,27689.22,287876
20100601,8,10,-1,27606.36,287876
20100701,8,10,-1,31135.95,287876
20100801,8,10,-1,26319.46,287876
20100901,8,10,-1,24694.12,287876
20101001,8,10,-1,23145.3,287876
20101101,8,10,-1,25596.48,287876
20101201,8,10,-1,16747.54,287876
20100101,8,7,-1,1536.29,28788
20100201,8,7,-1,2399.82,28788
20100301,8,7,-1,2206.38,28788
20100401,8,7,-1,2351.78,28788
20100501,8,7,-1,2768.96,28788
20100601,8,7,-1,2760.67,28788
20100701,8,7,-1,3113.64,28788
20100801,8,7,-1,2631.98,28788
20100901,8,7,-1,2469.45,28788
20101001,8,7,-1,2314.56,28788
20101101,8,7,-1,2559.68,28788
20101201,8,7,-1,1674.78,28788
20110101,8,8,-1,30349.49,523564
20110201,8,8,-1,43935.63,523564
20110301,8,8,-1,37496.04,523564
20110401,8,8,-1,42600.16,523564
20110501,8,8,-1,44851.74,523564
20110601,8,8,-1,47270.35,523564
20110701,8,8,-1,60326.82,523564
20110801,8,8,-1,53707.11,523564
20110901,8,8,-1,45292.98,523564
20111001,8,8,-1,42491.2,523564
20111101,8,8,-1,40713.3,523564
20111201,8,8,-1,34529.17,523564
20110101,8,6,-1,6069.91,104713
20110201,8,6,-1,8787.14,104713
20110301,8,6,-1,7499.22,104713
20110401,8,6,-1,8520.05,104713
20110501,8,6,-1,8970.37,104713
20110601,8,6,-1,9454.09,104713
20110701,8,6,-1,12065.39,104713
20110801,8,6,-1,10741.44,104713
20110901,8,6,-1,9058.61,104713
20111001,8,6,-1,8498.26,104713
20111101,8,6,-1,8142.68,104713
20111201,8,6,-1,6905.85,104713
20110101,8,3,-1,6937.04,119672
20110201,8,3,-1,10042.45,119672
20110301,8,3,-1,8570.54,119672
20110401,8,3,-1,9737.2,119672
20110501,8,3,-1,10251.85,119672
20110601,8,3,-1,10804.67,119672
20110701,8,3,-1,13789.01,119672
20110801,8,3,-1,12275.93,119672
20110901,8,3,-1,10352.7,119672
20111001,8,3,-1,9712.29,119672
20111101,8,3,-1,9305.92,119672
20111201,8,3,-1,7892.4,119672
20110101,8,5,-1,3468.52,59836
20110201,8,5,-1,5021.22,59836
20110301,8,5,-1,4285.27,59836
20110401,8,5,-1,4868.6,59836
20110501,8,5,-1,5125.92,59836
20110601,8,5,-1,5402.34,59836
20110701,8,5,-1,6894.51,59836
20110801,8,5,-1,6137.97,59836
20110901,8,5,-1,5176.35,59836
20111001,8,5,-1,4856.15,59836
20111101,8,5,-1,4652.96,59836
20111201,8,5,-1,3946.2,59836
20110101,8,9,-1,6937.04,119672
20110201,8,9,-1,10042.45,119672
20110301,8,9,-1,8570.54,119672
20110401,8,9,-1,9737.2,119672
20110501,8,9,-1,10251.85,119672
20110601,8,9,-1,10804.67,119672
20110701,8,9,-1,13789.01,119672
20110801,8,9,-1,12275.93,119672
20110901,8,9,-1,10352.7,119672
20111001,8,9,-1,9712.29,119672
20111101,8,9,-1,9305.92,119672
20111201,8,9,-1,7892.4,119672
20110101,8,2,-1,867.13,14959
20110201,8,2,-1,1255.31,14959
20110301,8,2,-1,1071.32,14959
20110401,8,2,-1,1217.15,14959
20110501,8,2,-1,1281.48,14959
20110601,8,2,-1,1350.58,14959
20110701,8,2,-1,1723.63,14959
20110801,8,2,-1,1534.49,14959
20110901,8,2,-1,1294.09,14959
20111001,8,2,-1,1214.04,14959
20111101,8,2,-1,1163.24,14959
20111201,8,2,-1,986.55,14959
20110101,8,4,-1,1734.26,29918
20110201,8,4,-1,2510.61,29918
20110301,8,4,-1,2142.63,29918
20110401,8,4,-1,2434.3,29918
20110501,8,4,-1,2562.96,29918
20110601,8,4,-1,2701.17,29918
20110701,8,4,-1,3447.25,29918
20110801,8,4,-1,3068.98,29918
20110901,8,4,-1,2588.18,29918
20111001,8,4,-1,2428.07,29918
20111101,8,4,-1,2326.48,29918
20111201,8,4,-1,1973.1,29918
20110101,8,1,-1,6937.04,119672
20110201,8,1,-1,10042.45,119672
20110301,8,1,-1,8570.54,119672
20110401,8,1,-1,9737.2,119672
20110501,8,1,-1,10251.85,119672
20110601,8,1,-1,10804.67,119672
20110701,8,1,-1,13789.01,119672
20110801,8,1,-1,12275.93,119672
20110901,8,1,-1,10352.7,119672
20111001,8,1,-1,9712.29,119672
20111101,8,1,-1,9305.92,119672
20111201,8,1,-1,7892.4,119672
20110101,8,11,-1,4335.65,74795
20110201,8,11,-1,6276.53,74795
20110301,8,11,-1,5356.59,74795
20110401,8,11,-1,6085.75,74795
20110501,8,11,-1,6407.4,74795
20110601,8,11,-1,6752.92,74795
20110701,8,11,-1,8618.13,74795
20110801,8,11,-1,7672.46,74795
20110901,8,11,-1,6470.44,74795
20111001,8,11,-1,6070.18,74795
20111101,8,11,-1,5816.2,74795
20111201,8,11,-1,4932.75,74795
20110101,8,10,-1,17342.54,299179
20110201,8,10,-1,25106.04,299179
20110301,8,10,-1,21426.28,299179
20110401,8,10,-1,24342.92,299179
20110501,8,10,-1,25629.53,299179
20110601,8,10,-1,27011.59,299179
20110701,8,10,-1,34472.42,299179
20110801,8,10,-1,30689.73,299179
20110901,8,10,-1,25881.66,299179
20111001,8,10,-1,24280.65,299179
20111101,8,10,-1,23264.71,299179
20111201,8,10,-1,19730.92,299179
20110101,8,7,-1,1734.26,29918
20110201,8,7,-1,2510.61,29918
20110301,8,7,-1,2142.63,29918
20110401,8,7,-1,2434.3,29918
20110501,8,7,-1,2562.96,29918
20110601,8,7,-1,2701.17,29918
20110701,8,7,-1,3447.25,29918
20110801,8,7,-1,3068.98,29918
20110901,8,7,-1,2588.18,29918
20111001,8,7,-1,2428.07,29918
20111101,8,7,-1,2326.48,29918
20111201,8,7,-1,1973.1,29918
20120101,8,8,-1,28779.06,489200
20120201,8,8,-1,48917.39,489200
20120301,8,8,-1,37576.55,489200
20120401,8,8,-1,36541.95,489200
20120501,8,8,-1,39728.9,489200
20120601,8,8,-1,40688.46,489200
20120701,8,8,-1,47839.51,489200
20120801,8,8,-1,50633.75,489200
20120901,8,8,-1,54906.13,489200
20121001,8,8,-1,41712.24,489200
20121101,8,8,-1,35781.74,489200
20121201,8,8,-1,26094.32,489200
20120101,8,6,-1,5755.81,97840
20120201,8,6,-1,9783.48,97840
20120301,8,6,-1,7515.31,97840
20120401,8,6,-1,7308.39,97840
20120501,8,6,-1,7945.78,97840
20120601,8,6,-1,8137.69,97840
20120701,8,6,-1,9567.9,97840
20120801,8,6,-1,10126.75,97840
20120901,8,6,-1,10981.23,97840
20121001,8,6,-1,8342.45,97840
20121101,8,6,-1,7156.35,97840
20121201,8,6,-1,5218.86,97840
20120101,8,3,-1,6578.06,111817
20120201,8,3,-1,11181.1,111817
20120301,8,3,-1,8588.92,111817
20120401,8,3,-1,8352.44,111817
20120501,8,3,-1,9080.88,111817
20120601,8,3,-1,9300.21,111817
20120701,8,3,-1,10934.73,111817
20120801,8,3,-1,11573.41,111817
20120901,8,3,-1,12549.96,111817
20121001,8,3,-1,9534.21,111817
20121101,8,3,-1,8178.67,111817
20121201,8,3,-1,5964.41,111817
20120101,8,5,-1,3289.06,55909
20120201,8,5,-1,5590.6,55909
20120301,8,5,-1,4294.5,55909
20120401,8,5,-1,4176.26,55909
20120501,8,5,-1,4540.48,55909
20120601,8,5,-1,4650.15,55909
20120701,8,5,-1,5467.41,55909
20120801,8,5,-1,5786.76,55909
20120901,8,5,-1,6275.03,55909
20121001,8,5,-1,4767.15,55909
20121101,8,5,-1,4089.37,55909
20121201,8,5,-1,2982.23,55909
20120101,8,9,-1,6578.06,111817
20120201,8,9,-1,11181.1,111817
20120301,8,9,-1,8588.92,111817
20120401,8,9,-1,8352.44,111817
20120501,8,9,-1,9080.88,111817
20120601,8,9,-1,9300.21,111817
20120701,8,9,-1,10934.73,111817
20120801,8,9,-1,11573.41,111817
20120901,8,9,-1,12549.96,111817
20121001,8,9,-1,9534.21,111817
20121101,8,9,-1,8178.67,111817
20121201,8,9,-1,5964.41,111817
20120101,8,2,-1,822.25,13977
20120201,8,2,-1,1397.63,13977
20120301,8,2,-1,1073.6,13977
20120401,8,2,-1,1044.05,13977
20120501,8,2,-1,1135.1,13977
20120601,8,2,-1,1162.52,13977
20120701,8,2,-1,1366.83,13977
20120801,8,2,-1,1446.66,13977
20120901,8,2,-1,1568.73,13977
20121001,8,2,-1,1191.77,13977
20121101,8,2,-1,1022.33,13977
20121201,8,2,-1,745.54,13977
20120101,8,4,-1,1644.5,27954
20120201,8,4,-1,2795.25,27954
20120301,8,4,-1,2147.21,27954
20120401,8,4,-1,2088.09,27954
20120501,8,4,-1,2270.2,27954
20120601,8,4,-1,2325.03,27954
20120701,8,4,-1,2733.66,27954
20120801,8,4,-1,2893.33,27954
20120901,8,4,-1,3137.46,27954
20121001,8,4,-1,2383.53,27954
20121101,8,4,-1,2044.65,27954
20121201,8,4,-1,1491.09,27954
20120101,8,1,-1,6578.06,111817
20120201,8,1,-1,11181.1,111817
20120301,8,1,-1,8588.92,111817
20120401,8,1,-1,8352.44,111817
20120501,8,1,-1,9080.88,111817
20120601,8,1,-1,9300.21,111817
20120701,8,1,-1,10934.73,111817
20120801,8,1,-1,11573.41,111817
20120901,8,1,-1,12549.96,111817
20121001,8,1,-1,9534.21,111817
20121101,8,1,-1,8178.67,111817
20121201,8,1,-1,5964.41,111817
20120101,8,11,-1,4111.31,69886
20120201,8,11,-1,6988.23,69886
20120301,8,11,-1,5368.1,69886
20120401,8,11,-1,5220.3,69886
20120501,8,11,-1,5675.58,69886
20120601,8,11,-1,5812.66,69886
20120701,8,11,-1,6834.24,69886
20120801,8,11,-1,7233.42,69886
20120901,8,11,-1,7843.76,69886
20121001,8,11,-1,5958.92,69886
20121101,8,11,-1,5111.7,69886
20121201,8,11,-1,3727.77,69886
20120101,8,10,-1,16445.18,279543
20120201,8,10,-1,27952.81,279543
20120301,8,10,-1,21472.33,279543
20120401,8,10,-1,20881.13,279543
20120501,8,10,-1,22702.24,279543
20120601,8,10,-1,23250.56,279543
20120701,8,10,-1,27336.88,279543
20120801,8,10,-1,28933.59,279543
20120901,8,10,-1,31374.94,279543
20121001,8,10,-1,23835.58,279543
20121101,8,10,-1,20446.72,279543
20121201,8,10,-1,14911.05,279543
20120101,8,7,-1,1644.5,27954
20120201,8,7,-1,2795.25,27954
20120301,8,7,-1,2147.21,27954
20120401,8,7,-1,2088.09,27954
20120501,8,7,-1,2270.2,27954
20120601,8,7,-1,2325.03,27954
20120701,8,7,-1,2733.66,27954
20120801,8,7,-1,2893.33,27954
20120901,8,7,-1,3137.46,27954
20121001,8,7,-1,2383.53,27954
20121101,8,7,-1,2044.65,27954
20121201,8,7,-1,1491.09,27954
20130101,8,8,-1,26822.93,522592
20130201,8,8,-1,49500.45,522592
20130301,8,8,-1,36877.8,522592
20130401,8,8,-1,39242.78,522592
20130501,8,8,-1,49177.16,522592
20130601,8,8,-1,48503.15,522592
20130701,8,8,-1,57227.92,522592
20130801,8,8,-1,51875.55,522592
20130901,8,8,-1,40984.55,522592
20131001,8,8,-1,51017.76,522592
20131101,8,8,-1,46047.45,522592
20131201,8,8,-1,25314.5,522592
20130101,8,6,-1,5364.56,104518
20130201,8,6,-1,9900.05,104518
20130301,8,6,-1,7375.53,104518
20130401,8,6,-1,7848.53,104518
20130501,8,6,-1,9835.39,104518
20130601,8,6,-1,9700.59,104518
20130701,8,6,-1,11445.54,104518
20130801,8,6,-1,10375.07,104518
20130901,8,6,-1,8196.88,104518
20131001,8,6,-1,10203.51,104518
20131101,8,6,-1,9209.46,104518
20131201,8,6,-1,5062.88,104518
20130101,8,3,-1,6130.98,119450
20130201,8,3,-1,11314.43,119450
20130301,8,3,-1,8429.24,119450
20130401,8,3,-1,8969.81,119450
20130501,8,3,-1,11240.53,119450
20130601,8,3,-1,11086.47,119450
20130701,8,3,-1,13080.71,119450
20130801,8,3,-1,11857.31,119450
20130901,8,3,-1,9367.93,119450
20131001,8,3,-1,11661.24,119450
20131101,8,3,-1,10525.17,119450
20131201,8,3,-1,5786.19,119450
20130101,8,5,-1,3065.49,59725
20130201,8,5,-1,5657.21,59725
20130301,8,5,-1,4214.62,59725
20130401,8,5,-1,4484.9,59725
20130501,8,5,-1,5620.27,59725
20130601,8,5,-1,5543.24,59725
20130701,8,5,-1,6540.36,59725
20130801,8,5,-1,5928.65,59725
20130901,8,5,-1,4683.96,59725
20131001,8,5,-1,5830.62,59725
20131101,8,5,-1,5262.58,59725
20131201,8,5,-1,2893.1,59725
20130101,8,9,-1,6130.98,119450
20130201,8,9,-1,11314.43,119450
20130301,8,9,-1,8429.24,119450
20130401,8,9,-1,8969.81,119450
20130501,8,9,-1,11240.53,119450
20130601,8,9,-1,11086.47,119450
20130701,8,9,-1,13080.71,119450
20130801,8,9,-1,11857.31,119450
20130901,8,9,-1,9367.93,119450
20131001,8,9,-1,11661.24,119450
20131101,8,9,-1,10525.17,119450
20131201,8,9,-1,5786.19,119450
20130101,8,2,-1,766.36,14931
20130201,8,2,-1,1414.28,14931
20130301,8,2,-1,1053.64,14931
20130401,8,2,-1,1121.21,14931
20130501,8,2,-1,1405.04,14931
20130601,8,2,-1,1385.79,14931
20130701,8,2,-1,1635.06,14931
20130801,8,2,-1,1482.14,14931
20130901,8,2,-1,1170.97,14931
20131001,8,2,-1,1457.63,14931
20131101,8,2,-1,1315.62,14931
20131201,8,2,-1,723.26,14931
20130101,8,4,-1,1532.72,29862
20130201,8,4,-1,2828.56,29862
20130301,8,4,-1,2107.27,29862
20130401,8,4,-1,2242.41,29862
20130501,8,4,-1,2810.09,29862
20130601,8,4,-1,2771.57,29862
20130701,8,4,-1,3270.12,29862
20130801,8,4,-1,2964.28,29862
20130901,8,4,-1,2341.94,29862
20131001,8,4,-1,2915.26,29862
20131101,8,4,-1,2631.25,29862
20131201,8,4,-1,1446.52,29862
20130101,8,1,-1,6130.98,119450
20130201,8,1,-1,11314.43,119450
20130301,8,1,-1,8429.24,119450
20130401,8,1,-1,8969.81,119450
20130501,8,1,-1,11240.53,119450
20130601,8,1,-1,11086.47,119450
20130701,8,1,-1,13080.71,119450
20130801,8,1,-1,11857.31,119450
20130901,8,1,-1,9367.93,119450
20131001,8,1,-1,11661.24,119450
20131101,8,1,-1,10525.17,119450
20131201,8,1,-1,5786.19,119450
20130101,8,11,-1,3831.85,74656
20130201,8,11,-1,7071.49,74656
20130301,8,11,-1,5268.26,74656
20130401,8,11,-1,5606.11,74656
20130501,8,11,-1,7025.31,74656
20130601,8,11,-1,6929.02,74656
20130701,8,11,-1,8175.42,74656
20130801,8,11,-1,7410.79,74656
20130901,8,11,-1,5854.94,74656
20131001,8,11,-1,7288.25,74656
20131101,8,11,-1,6578.21,74656
20131201,8,11,-1,3616.36,74656
20130101,8,10,-1,15327.39,298624
20130201,8,10,-1,28285.97,298624
20130301,8,10,-1,21073.03,298624
20130401,8,10,-1,22424.44,298624
20130501,8,10,-1,28101.23,298624
20130601,8,10,-1,27716.08,298624
20130701,8,10,-1,32701.67,298624
20130801,8,10,-1,29643.17,298624
20130901,8,10,-1,23419.74,298624
20131001,8,10,-1,29153.01,298624
20131101,8,10,-1,26312.83,298624
20131201,8,10,-1,14465.43,298624
20130101,8,7,-1,1532.72,29862
20130201,8,7,-1,2828.56,29862
20130301,8,7,-1,2107.27,29862
20130401,8,7,-1,2242.41,29862
20130501,8,7,-1,2810.09,29862
20130601,8,7,-1,2771.57,29862
20130701,8,7,-1,3270.12,29862
20130801,8,7,-1,2964.28,29862
20130901,8,7,-1,2341.94,29862
20131001,8,7,-1,2915.26,29862
20131101,8,7,-1,2631.25,29862
20131201,8,7,-1,1446.52,29862
20140101,8,8,-1,30340.38,503409
20140201,8,8,-1,37954.46,503409
20140301,8,8,-1,45761.77,503409
20140401,8,8,-1,39150.35,503409
20140501,8,8,-1,51617.36,503409
20140601,8,8,-1,48063.76,503409
20140701,8,8,-1,58148.9,503409
20140101,8,6,-1,6068.09,100682
20140201,8,6,-1,7590.91,100682
